,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8
OAC_1,47.54300199167119,26.85835757440143,0.0,0.0,46.21237181607675,0.04214720870531438,0.0487155337598649,0.8398512629824337
OAC_2,21.372442513126924,49.38241217274558,0.005656108597285068,0.0,51.62917631491896,16.655810567454694,4.478581403656913,7.597127836902167
OAC_3,0.0,0.0022376370552696354,76.34049773755656,1.6276632902549775,0.0,4.3143415456530905,0.01948621350394596,7.629183228619054
OAC_4,0.014484881405033498,0.23718952785858136,18.744343891402714,90.90464547677261,0.0,8.59036744702862,6.77145919262122,6.776509808949865
OAC_5,30.791236646749955,12.179458491832625,0.27149321266968324,6.412853650017464,1.2239497188223618,18.04283689030231,0.25332077555129745,0.7757404795486601
OAC_6,0.27521274669563645,3.6495860371447755,4.5644796380090495,1.0059378274537198,0.04961958319550116,50.79121805433159,33.886525283362026,35.34427490703936
OAC_7,0.0,7.639292906690535,0.005656108597285068,0.04889975550122249,0.8848825669864373,1.4981416912525385,53.87288493390926,11.456596999615336
OAC_8,0.0036212203512583745,0.05146565227120161,0.06787330316742081,0.0,0.0,0.06513659527184949,0.6690266636354779,29.580715476343123
