variable,mean_error,max_error,std_error,mean_value,std_value,rel_error_pct
ts0620009,0.0021880651850032335,0.007323260241564468,0.0022963853337078784,0.08590792037272342,0.057502673874289076,2.546988887066535
ts0030009,0.002186367097747626,0.004516554816223109,0.0012125414219389481,0.14338001376535364,0.07474651890975026,1.5248757761494507
ts0630008,0.002179151031775712,0.007050007098543212,0.002211064795153009,0.07704929584921644,0.03718573418247685,2.8282556092923374
ts0580004,0.002160991716410973,0.0054460602104548506,0.0013953724521592414,0.119149666454892,0.06662901367482978,1.8136783599214583
ts0050034,0.0021138760441619248,0.006480758134496625,0.0021112823942466942,0.138183958068615,0.08638158734235643,1.5297550263484878
ts0670004,0.0020720601219284505,0.004252527735352882,0.0016081662734721937,0.13452166984328676,0.038433248542090744,1.5403169796675371
ts0030017,0.002059078702264758,0.004556746880440957,0.0014658611538308143,0.04220393900889454,0.02730363547116435,4.878878016174756
ts007a0005,0.0020429031348670372,0.0033842798413714695,0.0007348787302714563,0.0529977128335451,0.032176432029329925,3.8547005628023516
ts0390003,0.0020428066103071185,0.00432247365334941,0.0009212141323435575,0.04380641677255401,0.018640697691676002,4.663258857517413
ts0040005,0.002036752595317862,0.0036451044131374996,0.0012478668039115624,0.027145213892418467,0.03098496283973227,7.50317386847601
ts0030006,0.0020358453553595453,0.006300983656889157,0.0018581747095522605,0.09279491740787801,0.07097410788499904,2.193919033745169
ts007a0011,0.0020341212452724255,0.00617226651619221,0.0018622260340172053,0.06338661054637865,0.02015895772254565,3.209070855404237
ts0050023,0.0020329295963593804,0.0099333458900078,0.0030631120364778596,0.016494626217704363,0.03231602088432858,12.324799419688294
ts0660012,0.002021892996725718,0.0034614852702617716,0.001014483593723581,0.04481275942397289,0.022001103618976163,4.51186899158924
ts0260003,0.0019951107794420886,0.005011548413363376,0.001375339830502906,0.6397715427784837,0.1307418631711264,0.31184737770258736
ts0290006,0.001984453738600945,0.004438927815715352,0.0016225032657163712,0.014020621558661584,0.023234917154166288,14.153821428658416
ts0030021,0.001974073722510638,0.00393080566352064,0.0013111730096773658,0.02695443667937315,0.02981312016850089,7.323743196686042
ts0650002,0.001959644791048187,0.0032189634120272648,0.0007032747201002979,0.13305875158831004,0.06925479787799887,1.4727665543649613
ts0030020,0.0019402781012339146,0.004241871762724114,0.0013243252215462658,0.06880784095722152,0.062318735375171894,2.8198502877603784
