variable,mean_error,max_error,std_error,mean_value,std_value,rel_error_pct
ts0270005,0.02446416890783666,0.04989447209638163,0.017279434925903097,0.033447437526471835,0.1296003149981296,73.14213200480484
ts0010002,0.013100024413558203,0.030893861905467057,0.00818893813208816,0.9884674078780177,0.059257702371366704,1.3252864291884492
ts0010003,0.012989873047314866,0.03072057816458898,0.008187609010771108,0.01153259212198221,0.0592577023713667,112.63619583454218
ts0270003,0.008988806546541987,0.01773857325839337,0.005533133965593925,0.15357593710292247,0.0704193714430074,5.853004524086303
ts0270004,0.0077218846461847976,0.015276222985426025,0.005700967664892614,0.13784934349851757,0.06382881641663299,5.601684019821131
ts0560002,0.007532979160917691,0.02575731386055269,0.008640157341247777,0.950107131512071,0.061004076122273765,0.7928557644788066
ts0390002,0.007326230033048345,0.010605442802849807,0.0025015018664638466,0.9103839263024142,0.029189125485675167,0.8047407056937312
ts0270002,0.006855626649253668,0.013214153660374928,0.00426387360043354,0.5450545266836087,0.11436907854509631,1.2577873063392058
ts0390003,0.006317883833100845,0.009898062036545037,0.0020435154123420412,0.04380641677255401,0.018640697691676002,14.42227942518956
ts0300007,0.0061367487261336714,0.010230692543811273,0.002078911002804705,0.05665086298178738,0.11762357133854535,10.83257765747817
ts0440008,0.006134203508156259,0.0142495319001359,0.004315764014142322,0.007947723422278695,0.024618541922366188,77.181894515367
ts0560003,0.005847850171806125,0.01661564210008934,0.006200593477610005,0.03783079203727235,0.051795468093814134,15.45791102138332
ts0610005,0.005752243373683962,0.011175716949898253,0.0032266236549693236,0.04315648559932232,0.051564066944252224,13.32880398809464
ts0610003,0.00563389247290468,0.017079185120084064,0.0050755781889783086,0.01627648771706904,0.042226228688132604,34.613686753785686
ts0520005,0.005610731584489089,0.008207251843838692,0.001798603619745667,0.03565058238034731,0.04406639042456636,15.738120417303625
ts0210005,0.0054192719784638774,0.008841342023180019,0.003168849087128566,0.027898522871664548,0.06502710836801812,19.42494232900059
ts0210007,0.005310518877655285,0.012089663274596422,0.0030830216186902687,0.015138839474798814,0.02624132273037155,35.07877130539333
ts0440007,0.00513420144925405,0.01696993168238892,0.005350403710039439,0.007424994705633206,0.02859939692874936,69.14754357142944
ts0660028,0.005122701365833968,0.018638961636917514,0.005530956334716378,0.0501930749682338,0.056564455952956894,10.205992298889884
ts0390004,0.00508261282341687,0.007928632297954409,0.0015786651126976172,0.031649163490046595,0.015624418259441967,16.059232734588104
ts0210010,0.004959704122992039,0.01157007268945505,0.0029672700175369725,0.00982439114781872,0.023069459004141313,50.48357754050974
ts0300005,0.004938210680556689,0.008342436313048707,0.001647309503580975,0.015583529224904703,0.0405014907963247,31.688654150721675
ts0670007,0.004921372032088228,0.008210413116402304,0.002076286348140284,0.3362836086404066,0.14248743095924493,1.4634587906277436
ts0540005,0.004807774792049105,0.01369572419410664,0.004049540029232302,0.009329209021601018,0.028998300034449136,51.534645444400454
ts0540006,0.004769025719348366,0.01369523804372269,0.004061233936997742,0.009329209021601018,0.028998300034449136,51.119293268122505
ts0400004,0.004764206795072724,0.009346676909923565,0.002605061025343745,0.06803078144853876,0.03601526631515172,7.003016419378576
ts0460006,0.0045232280496386645,0.014171013615037541,0.004347052671142673,0.035899835874629395,0.11341298408107342,12.599578631598296
ts0460005,0.004378671736144063,0.00718058799895363,0.0015421091219559948,0.08258347628123676,0.12265721974168413,5.302116032549374
ts0610004,0.004354769940384683,0.010462780756305204,0.003425652535161161,0.018077599534095722,0.026042419887244685,24.089315244378863
ts0170006,0.0043526745858023155,0.007872793863182667,0.0024047693850866446,0.12915006353240152,0.0576535541752664,3.370245795280081
ts0160004,0.004350794075655874,0.008919182870778211,0.0020453847743680618,0.027935938161795855,0.034217199616881154,15.574182798005534
ts0440002,0.004299245301592794,0.008552446728809171,0.002775148051855507,0.23193287801778906,0.2617057979224031,1.853659273465768
ts0250003,0.004233974832158951,0.007395903763659685,0.00216613995015501,0.0425320097416349,0.05782945681368839,9.954796065078208
ts0680003,0.004220906859998624,0.009836159015275903,0.0035297791503864136,0.805984678102499,0.08285487555582727,0.5236956699891312
ts0580011,0.004203186589530042,0.009827719428322515,0.0036772263142843937,0.1464846198644642,0.05245740053328341,2.8693705819894717
