OA,pca_cluster,ae_cluster,oac_supergroup
E00000146,5,6,4
E00000147,5,6,4
E00000148,0,5,4
E00000149,5,6,4
E00000150,5,6,4
E00000151,5,6,4
E00000152,5,6,4
E00000153,5,6,4
E00000154,5,6,4
E00000155,5,6,4
E00000156,4,6,4
E00000157,5,6,4
E00000158,4,6,4
E00000159,5,6,4
E00000160,4,1,4
E00000161,5,6,4
E00000162,5,6,4
E00000163,3,3,4
E00000164,5,6,4
E00000165,5,6,4
E00000166,0,3,4
E00000167,5,6,4
E00000168,5,6,4
E00000169,0,5,4
E00000170,5,6,4
E00000171,5,6,4
E00000172,4,1,4
E00000173,5,6,4
E00000174,5,6,4
E00000175,5,6,4
E00000176,5,6,4
E00000177,3,3,4
E00000178,5,6,4
E00000179,5,6,4
E00000180,5,6,4
E00000181,1,2,4
E00000182,1,0,4
E00000183,1,0,4
E00000184,1,2,5
E00000185,1,2,4
E00000186,1,2,4
E00000187,5,6,4
E00000188,5,1,4
E00000189,7,2,4
E00000190,1,0,4
E00000191,1,0,4
E00000192,5,0,4
E00000193,1,0,4
E00000194,7,2,4
E00000195,4,1,4
E00000196,1,0,4
E00000197,1,0,4
E00000198,3,3,3
E00000199,5,6,4
E00000200,5,6,4
E00000201,5,6,4
E00000202,5,6,4
E00000203,5,6,4
E00000204,5,6,4
E00000205,5,6,4
E00000206,3,3,4
E00000207,5,6,4
E00000208,5,6,4
E00000209,5,6,4
E00000210,5,6,4
E00000211,5,6,4
E00000212,0,5,4
E00000213,5,6,4
E00000214,5,6,4
E00000215,5,6,4
E00000216,5,6,4
E00000217,5,6,4
E00000218,5,6,4
E00000219,5,6,4
E00000220,3,3,4
E00000221,5,6,4
E00000222,5,6,4
E00000223,3,3,4
E00000224,5,6,4
E00000225,5,6,4
E00000226,5,6,4
E00000227,5,6,4
E00000228,5,6,4
E00000229,5,6,4
E00000230,5,6,4
E00000231,5,6,4
E00000232,5,6,4
E00000234,5,6,4
E00000236,5,6,4
E00000237,5,6,4
E00000238,5,6,4
E00000240,3,3,3
E00000243,5,6,4
E00000244,5,6,4
E00000245,5,6,4
E00000246,5,6,4
E00000247,5,6,4
E00000249,3,3,4
E00000251,3,3,4
E00000252,5,6,4
E00000253,3,3,4
E00000255,5,6,4
E00000256,5,6,4
E00000257,5,6,4
E00000258,3,3,4
E00000259,5,6,4
E00000260,3,3,4
E00000261,5,6,4
E00000263,3,3,3
E00000265,3,3,4
E00000266,5,6,4
E00000267,5,6,4
E00000268,5,6,4
E00000269,5,6,4
E00000270,5,6,4
E00000271,5,6,4
E00000272,5,6,4
E00000273,5,6,4
E00000274,5,6,4
E00000275,0,5,4
E00000276,0,5,4
E00000277,5,6,4
E00000278,5,6,4
E00000279,3,3,4
E00000280,5,6,4
E00000282,5,6,4
E00000283,5,6,4
E00000284,5,6,4
E00000285,5,6,4
E00000286,5,6,4
E00000287,5,6,4
E00000288,5,6,4
E00000289,5,0,4
E00000290,5,6,4
E00000291,5,6,4
E00000292,5,6,4
E00000293,5,6,4
E00000294,5,6,4
E00000295,5,6,4
E00000296,5,6,4
E00000297,5,6,4
E00000298,5,6,4
E00000299,5,6,4
E00000300,5,6,4
E00000301,5,6,4
E00000302,5,6,4
E00000303,5,6,4
E00000304,3,3,3
E00000305,3,3,4
E00000306,5,6,4
E00000307,5,6,4
E00000308,5,6,4
E00000309,3,3,4
E00000310,5,6,4
E00000311,5,6,4
E00000312,5,6,4
E00000313,5,6,4
E00000314,5,6,4
E00000315,5,6,4
E00000316,5,6,4
E00000317,3,3,4
E00000318,3,3,4
E00000319,5,6,4
E00000320,5,6,4
E00000321,5,6,4
E00000322,5,6,4
E00000323,0,5,4
E00000324,0,5,4
E00000325,5,6,4
E00000326,5,6,4
E00000327,3,3,3
E00000328,3,3,3
E00000329,3,3,3
E00000330,0,5,3
E00000331,5,6,4
E00000332,5,6,4
E00000333,5,6,4
E00000334,5,6,4
E00000335,5,6,4
E00000336,5,6,4
E00000337,5,6,4
E00000338,5,6,4
E00000340,5,6,4
E00000341,5,6,4
E00000342,5,6,4
E00000343,5,6,4
E00000344,5,6,4
E00000345,5,6,4
E00000346,5,6,4
E00000347,5,6,4
E00000348,5,6,4
E00000349,5,6,4
E00000350,5,6,4
E00000351,5,6,4
E00000353,5,6,4
E00000354,5,6,4
E00000355,5,6,4
E00000356,5,6,4
E00000357,5,6,4
E00000358,3,3,3
E00000360,5,6,4
E00000361,5,6,4
E00000362,5,6,4
E00000363,4,6,4
E00000364,0,5,4
E00000365,5,6,4
E00000366,5,6,4
E00000367,5,6,4
E00000368,5,6,4
E00000369,5,6,4
E00000370,5,6,4
E00000371,5,6,4
E00000372,5,6,4
E00000373,5,6,4
E00000374,4,6,4
E00000375,5,6,4
E00000376,5,6,4
E00000377,5,6,4
E00000378,3,3,4
E00000379,5,6,4
E00000380,5,6,4
E00000381,5,6,4
E00000382,5,6,4
E00000383,5,6,4
E00000384,5,6,4
E00000385,5,6,4
E00000386,5,6,4
E00000387,5,6,4
E00000388,3,3,4
E00000389,5,6,4
E00000390,5,6,4
E00000391,5,6,4
E00000392,5,6,4
E00000393,5,6,4
E00000394,5,6,4
E00000395,5,6,4
E00000396,5,6,4
E00000397,5,6,4
E00000398,5,6,4
E00000399,5,6,4
E00000400,5,6,4
E00000401,5,6,4
E00000402,5,6,4
E00000403,5,6,4
E00000404,5,6,4
E00000405,5,6,4
E00000406,5,6,4
E00000407,5,6,4
E00000408,5,6,4
E00000409,5,6,4
E00000410,5,6,4
E00000411,5,6,4
E00000412,3,3,4
E00000413,5,6,4
E00000414,5,6,4
E00000415,5,6,4
E00000416,3,6,4
E00000417,5,6,4
E00000418,5,6,4
E00000419,5,6,4
E00000420,5,6,4
E00000421,5,6,4
E00000422,5,6,4
E00000423,5,6,4
E00000424,5,6,4
E00000425,5,6,4
E00000426,5,6,4
E00000427,5,6,4
E00000428,5,6,4
E00000429,5,6,4
E00000430,5,6,4
E00000431,5,6,4
E00000432,5,6,4
E00000433,5,6,4
E00000434,5,6,4
E00000435,5,6,4
E00000436,5,6,4
E00000437,5,6,4
E00000438,5,6,4
E00000439,5,6,4
E00000440,5,6,4
E00000441,5,6,4
E00000442,5,6,4
E00000443,5,6,4
E00000444,5,6,4
E00000445,5,6,4
E00000446,5,6,4
E00000447,3,3,4
E00000448,5,0,4
E00000449,5,6,4
E00000450,5,6,4
E00000451,5,6,4
E00000453,5,6,4
E00000454,3,3,4
E00000455,5,6,4
E00000456,3,6,4
E00000457,3,3,4
E00000461,5,6,4
E00000462,5,6,4
E00000463,4,1,4
E00000464,5,6,4
E00000465,5,6,4
E00000466,5,6,4
E00000467,5,6,4
E00000468,5,6,4
E00000469,5,6,4
E00000470,5,6,4
E00000471,5,6,4
E00000472,3,3,4
E00000475,5,6,4
E00000476,3,3,4
E00000477,3,3,4
E00000478,5,6,4
E00000479,3,3,4
E00000480,3,3,4
E00000481,5,6,4
E00000482,5,6,4
E00000483,5,6,4
E00000484,5,6,4
E00000485,5,6,4
E00000487,5,6,4
E00000488,5,6,4
E00000489,5,6,4
E00000490,5,6,4
E00000491,5,6,4
E00000492,5,6,4
E00000493,5,6,4
E00000494,5,6,4
E00000495,5,6,4
E00000496,5,6,4
E00000497,5,6,4
E00000498,4,6,4
E00000499,5,6,4
E00000500,5,6,4
E00000501,5,6,4
E00000502,5,6,4
E00000503,5,6,4
E00000504,5,6,4
E00000505,5,6,4
E00000506,5,6,4
E00000507,5,6,4
E00000508,5,6,4
E00000509,5,6,4
E00000510,3,3,4
E00000511,3,3,3
E00000512,5,6,4
E00000513,5,6,4
E00000514,5,6,4
E00000515,3,3,3
E00000516,3,3,4
E00000517,5,6,4
E00000518,5,6,4
E00000519,5,6,4
E00000520,5,6,4
E00000521,5,6,4
E00000522,3,3,4
E00000523,5,6,4
E00000524,3,3,4
E00000525,3,3,4
E00000526,5,6,4
E00000527,5,6,4
E00000528,5,6,4
E00000529,5,6,4
E00000530,5,6,4
E00000531,3,3,4
E00000532,5,6,4
E00000533,0,5,4
E00000534,5,6,4
E00000535,5,6,4
E00000536,5,6,4
E00000537,5,6,4
E00000538,5,6,4
E00000539,5,6,4
E00000540,5,6,4
E00000541,3,3,4
E00000542,3,3,3
E00000543,5,6,4
E00000544,5,6,4
E00000545,5,6,4
E00000547,5,6,4
E00000548,5,6,4
E00000549,3,3,4
E00000550,5,6,4
E00000551,3,6,4
E00000552,5,6,4
E00000553,5,6,4
E00000554,5,6,4
E00000555,5,6,4
E00000556,5,6,4
E00000557,5,6,4
E00000558,5,6,4
E00000559,5,6,4
E00000560,5,6,4
E00000561,5,6,4
E00000562,5,6,4
E00000563,0,5,4
E00000564,5,6,4
E00000565,5,6,4
E00000566,3,3,4
E00000567,5,6,4
E00000568,5,6,4
E00000569,5,6,4
E00000570,5,6,4
E00000571,5,6,4
E00000572,5,6,4
E00000573,5,6,4
E00000574,5,6,4
E00000575,5,6,4
E00000576,2,2,5
E00000577,3,3,4
E00000578,5,6,5
E00000579,1,0,4
E00000580,2,2,5
E00000581,1,0,5
E00000583,1,0,4
E00000584,1,0,5
E00000585,2,4,5
E00000586,7,2,5
E00000587,1,2,5
E00000588,5,6,4
E00000589,1,0,5
E00000590,5,6,4
E00000591,5,0,5
E00000592,1,0,4
E00000593,7,2,5
E00000594,7,2,5
E00000595,0,5,4
E00000596,5,0,5
E00000597,5,6,4
E00000598,5,2,5
E00000599,3,5,4
E00000600,1,0,5
E00000601,2,2,5
E00000602,1,0,6
E00000603,1,0,4
E00000604,3,0,4
E00000605,5,6,4
E00000606,5,3,4
E00000607,3,3,4
E00000608,5,0,4
E00000609,3,3,3
E00000610,2,2,5
E00000611,2,4,5
E00000612,1,2,5
E00000613,2,4,5
E00000614,2,2,5
E00000615,7,2,5
E00000616,5,6,4
E00000617,1,0,6
E00000618,1,0,6
E00000619,2,2,5
E00000620,2,2,5
E00000622,3,3,4
E00000624,5,6,4
E00000625,5,6,4
E00000626,3,3,4
E00000627,5,6,3
E00000628,5,6,4
E00000629,5,6,5
E00000630,5,6,4
E00000631,5,6,4
E00000632,5,6,4
E00000633,5,6,4
E00000634,5,6,4
E00000635,5,6,4
E00000636,5,6,4
E00000637,5,6,4
E00000638,5,6,4
E00000640,5,6,4
E00000641,5,6,4
E00000642,5,6,4
E00000643,5,6,4
E00000644,5,6,4
E00000645,5,6,4
E00000646,5,6,4
E00000647,5,6,4
E00000648,5,6,4
E00000649,3,3,4
E00000650,5,6,4
E00000651,5,6,4
E00000652,3,3,3
E00000653,5,6,4
E00000654,5,6,4
E00000655,3,3,4
E00000656,5,6,4
E00000657,5,6,4
E00000658,5,6,4
E00000659,5,6,4
E00000660,5,6,4
E00000661,5,6,4
E00000662,5,6,4
E00000663,3,3,4
E00000664,3,3,4
E00000666,5,3,4
E00000667,5,6,4
E00000668,5,6,4
E00000669,3,3,4
E00000670,5,6,4
E00000671,3,0,3
E00000672,5,0,4
E00000674,2,0,5
E00000675,3,3,3
E00000676,1,0,3
E00000677,3,3,3
E00000678,3,3,3
E00000679,3,3,3
E00000681,3,3,3
E00000682,5,6,4
E00000683,5,6,4
E00000684,3,3,4
E00000685,3,3,3
E00000686,3,3,4
E00000687,3,3,4
E00000688,3,3,3
E00000689,5,6,4
E00000690,1,0,5
E00000691,3,3,3
E00000692,5,6,4
E00000693,3,3,3
E00000694,3,3,3
E00000695,5,6,5
E00000697,2,4,5
E00000698,3,3,4
E00000699,3,0,3
E00000700,3,3,5
E00000701,5,0,3
E00000702,3,3,3
E00000703,2,4,5
E00000704,3,3,3
E00000705,2,0,5
E00000706,5,0,5
E00000707,5,6,5
E00000708,5,0,5
E00000709,3,3,3
E00000710,3,3,4
E00000711,3,3,3
E00000712,5,6,5
E00000713,5,0,3
E00000714,5,6,4
E00000715,5,3,4
E00000716,3,3,3
E00000717,3,3,3
E00000718,5,6,4
E00000719,3,3,4
E00000720,5,6,4
E00000721,3,3,3
E00000722,1,0,5
E00000723,5,6,4
E00000724,3,3,4
E00000725,5,6,4
E00000726,5,6,5
E00000727,5,6,4
E00000728,5,6,4
E00000730,5,6,4
E00000732,5,6,4
E00000737,5,3,4
E00000738,3,3,4
E00000739,5,6,4
E00000740,5,6,4
E00000742,3,3,4
E00000743,5,6,4
E00000745,3,3,4
E00000746,3,3,4
E00000747,3,3,4
E00000748,5,6,4
E00000749,3,3,3
E00000750,3,3,3
E00000751,3,3,4
E00000752,5,6,4
E00000754,3,3,4
E00000755,3,3,3
E00000756,3,3,3
E00000757,3,3,3
E00000758,3,3,4
E00000761,3,3,3
E00000763,3,3,4
E00000767,5,6,4
E00000768,5,6,4
E00000769,1,0,4
E00000770,5,6,4
E00000771,3,3,3
E00000772,3,3,4
E00000773,3,3,4
E00000774,3,3,4
E00000775,3,0,3
E00000776,3,3,4
E00000777,1,0,6
E00000778,5,6,4
E00000779,1,0,4
E00000780,1,0,5
E00000781,5,6,4
E00000782,5,6,4
E00000783,3,3,3
E00000785,5,0,5
E00000786,5,6,5
E00000787,1,0,4
E00000788,5,6,4
E00000789,3,3,3
E00000790,3,3,3
E00000791,3,3,3
E00000792,3,3,3
E00000793,1,0,6
E00000794,5,6,4
E00000795,3,0,4
E00000796,5,6,3
E00000797,1,0,4
E00000798,3,0,4
E00000799,1,0,6
E00000800,3,0,4
E00000801,3,3,3
E00000802,1,0,4
E00000803,3,0,3
E00000804,1,0,6
E00000805,1,0,4
E00000806,1,0,5
E00000807,3,3,4
E00000808,3,3,3
E00000809,3,3,4
E00000810,5,0,4
E00000811,2,4,5
E00000812,2,4,5
E00000813,3,3,3
E00000814,1,0,3
E00000815,1,0,4
E00000816,1,0,4
E00000817,2,2,5
E00000818,3,3,3
E00000819,0,5,6
E00000820,2,2,5
E00000821,3,3,3
E00000822,1,0,6
E00000823,3,0,4
E00000824,5,0,4
E00000825,3,3,3
E00000826,1,0,6
E00000827,1,0,4
E00000828,1,0,5
E00000829,1,0,6
E00000830,3,3,4
E00000831,1,0,6
E00000832,2,2,5
E00000833,3,0,6
E00000834,2,4,5
E00000835,7,2,5
E00000836,2,4,5
E00000837,3,0,5
E00000838,3,3,3
E00000839,2,4,5
E00000840,3,3,3
E00000841,2,4,5
E00000842,1,0,4
E00000843,3,3,3
E00000844,2,2,5
E00000845,1,0,4
E00000846,4,1,4
E00000847,2,4,5
E00000848,1,2,5
E00000849,5,6,4
E00000850,7,2,5
E00000851,3,0,4
E00000852,1,2,5
E00000853,3,3,3
E00000854,1,2,5
E00000855,1,0,3
E00000856,1,2,5
E00000857,1,0,6
E00000858,7,2,5
E00000859,3,3,3
E00000860,1,0,6
E00000861,2,2,5
E00000863,2,2,5
E00000864,7,2,5
E00000865,4,1,4
E00000866,1,0,5
E00000867,1,0,4
E00000868,1,0,6
E00000869,1,0,6
E00000870,1,0,6
E00000871,1,0,6
E00000872,3,3,3
E00000873,2,4,5
E00000874,0,5,3
E00000875,1,0,5
E00000876,2,4,5
E00000877,1,0,5
E00000878,3,0,6
E00000880,3,3,4
E00000881,3,3,3
E00000882,5,6,4
E00000883,1,0,3
E00000884,0,5,6
E00000885,3,3,3
E00000886,1,0,3
E00000887,3,3,3
E00000888,3,3,3
E00000889,3,3,3
E00000890,1,0,6
E00000891,3,3,3
E00000892,1,0,6
E00000893,1,0,6
E00000894,3,3,4
E00000895,1,0,5
E00000896,3,3,4
E00000897,0,5,4
E00000898,1,0,6
E00000899,1,0,6
E00000900,1,0,6
E00000901,3,3,3
E00000902,3,3,3
E00000903,3,0,3
E00000904,0,5,4
E00000905,1,0,6
E00000906,1,0,3
E00000907,1,0,5
E00000908,3,3,3
E00000909,1,0,5
E00000910,1,0,6
E00000911,3,3,3
E00000912,3,3,3
E00000913,0,5,4
E00000914,1,0,5
E00000915,3,0,3
E00000916,1,0,3
E00000917,3,3,3
E00000918,3,3,3
E00000919,1,0,6
E00000920,3,0,3
E00000921,5,6,3
E00000922,2,4,5
E00000923,0,3,4
E00000924,5,6,4
E00000925,2,4,5
E00000926,2,4,5
E00000927,2,4,5
E00000928,2,4,5
E00000929,2,4,5
E00000930,2,4,5
E00000931,2,4,5
E00000932,2,0,5
E00000934,2,4,5
E00000935,5,0,5
E00000936,2,0,5
E00000937,3,3,4
E00000938,5,0,4
E00000939,2,4,5
E00000940,5,6,5
E00000941,1,0,5
E00000943,3,3,3
E00000944,5,6,4
E00000945,2,4,5
E00000947,5,0,4
E00000948,2,4,5
E00000949,1,0,5
E00000950,5,0,5
E00000951,5,6,5
E00000952,5,0,5
E00000953,3,3,3
E00000954,2,4,5
E00000955,5,0,4
E00000956,5,6,4
E00000958,3,3,4
E00000959,5,6,4
E00000960,5,6,4
E00000961,3,3,4
E00000962,5,6,4
E00000963,5,6,4
E00000964,3,3,4
E00000965,5,6,4
E00000966,3,3,4
E00000967,5,6,4
E00000968,5,0,4
E00000969,2,0,5
E00000970,1,0,5
E00000971,5,0,5
E00000972,2,4,5
E00000973,3,3,3
E00000974,3,3,3
E00000975,1,0,5
E00000976,3,3,3
E00000977,5,0,4
E00000978,1,0,5
E00000979,2,0,5
E00000980,3,3,3
E00000981,2,4,5
E00000982,2,4,5
E00000983,5,0,5
E00000984,1,0,5
E00000985,1,0,5
E00000986,3,0,3
E00000987,2,0,5
E00000988,1,0,6
E00000990,1,0,5
E00000991,3,3,3
E00000992,3,3,3
E00000993,2,4,5
E00000994,3,3,3
E00000995,3,3,3
E00000996,3,3,3
E00000997,3,3,3
E00000998,3,3,3
E00000999,3,0,5
E00001000,3,3,3
E00001001,3,0,3
E00001002,2,4,5
E00001003,1,0,5
E00001004,1,0,5
E00001005,3,3,3
E00001006,5,0,5
E00001007,2,0,5
E00001008,1,0,5
E00001009,3,3,3
E00001010,1,0,5
E00001011,2,4,5
E00001012,3,3,3
E00001013,3,3,3
E00001014,1,0,5
E00001015,2,4,5
E00001016,3,3,3
E00001017,2,4,5
E00001018,1,0,5
E00001019,1,0,5
E00001020,2,4,5
E00001021,5,3,3
E00001022,1,0,5
E00001023,2,4,5
E00001024,2,0,5
E00001025,2,4,5
E00001026,3,3,3
E00001027,1,0,5
E00001028,1,0,5
E00001029,1,0,6
E00001030,1,0,5
E00001031,2,4,5
E00001032,1,0,6
E00001033,3,3,4
E00001034,3,3,3
E00001035,3,3,3
E00001036,1,0,5
E00001037,1,0,5
E00001038,1,0,5
E00001039,3,3,3
E00001040,1,0,5
E00001041,0,5,3
E00001042,1,0,5
E00001043,2,4,5
E00001044,2,0,5
E00001045,2,4,5
E00001046,2,4,5
E00001047,2,4,5
E00001048,3,3,3
E00001049,2,4,5
E00001050,3,3,3
E00001051,2,4,5
E00001052,1,0,5
E00001053,2,4,5
E00001054,2,4,5
E00001055,5,3,4
E00001056,3,3,4
E00001057,2,4,5
E00001058,3,0,5
E00001059,2,4,5
E00001060,3,3,3
E00001061,5,6,4
E00001062,5,6,4
E00001063,5,0,4
E00001064,1,0,5
E00001065,1,0,5
E00001066,3,3,4
E00001067,3,3,3
E00001068,5,0,5
E00001069,0,3,3
E00001071,3,3,3
E00001072,5,6,4
E00001073,5,6,4
E00001074,5,0,4
E00001075,5,6,4
E00001076,3,3,4
E00001077,5,6,4
E00001078,5,6,4
E00001079,5,6,3
E00001081,5,6,4
E00001082,5,6,4
E00001083,5,6,4
E00001084,5,6,4
E00001085,5,6,4
E00001086,5,6,4
E00001087,5,6,4
E00001089,5,6,4
E00001090,5,6,4
E00001091,5,6,4
E00001092,2,0,5
E00001093,2,0,5
E00001094,2,4,5
E00001095,5,0,4
E00001096,0,5,3
E00001097,5,0,5
E00001098,2,0,5
E00001099,1,0,5
E00001100,1,0,5
E00001101,3,3,4
E00001102,3,3,4
E00001103,2,0,5
E00001104,5,3,4
E00001105,5,6,4
E00001106,3,3,3
E00001107,5,6,4
E00001108,2,4,5
E00001109,5,6,4
E00001110,5,6,4
E00001111,5,6,4
E00001112,5,6,4
E00001113,5,6,4
E00001114,3,0,3
E00001115,5,6,4
E00001116,5,3,4
E00001117,2,0,5
E00001118,5,6,4
E00001119,5,6,4
E00001120,7,2,5
E00001121,5,6,4
E00001122,5,6,5
E00001123,3,3,3
E00001124,2,2,5
E00001125,2,2,5
E00001126,5,6,4
E00001127,5,6,4
E00001128,5,6,5
E00001129,5,6,4
E00001130,5,6,4
E00001131,5,6,5
E00001132,5,0,4
E00001133,5,0,4
E00001134,1,0,5
E00001135,2,4,5
E00001136,5,0,4
E00001137,5,6,4
E00001138,5,6,5
E00001139,1,0,5
E00001140,0,0,4
E00001141,5,6,4
E00001142,5,6,4
E00001143,5,0,4
E00001144,1,0,3
E00001145,5,6,5
E00001146,2,2,5
E00001147,5,6,5
E00001148,5,6,4
E00001149,1,0,4
E00001150,2,2,5
E00001151,5,0,5
E00001152,2,4,5
E00001153,2,2,5
E00001154,5,6,5
E00001155,3,0,3
E00001156,3,3,3
E00001157,3,0,5
E00001158,5,6,4
E00001159,3,3,3
E00001160,3,3,4
E00001161,3,3,4
E00001162,3,3,3
E00001163,5,3,4
E00001164,3,3,3
E00001165,3,3,4
E00001166,3,3,3
E00001167,5,0,4
E00001168,5,6,4
E00001169,1,0,3
E00001170,3,3,3
E00001171,3,3,3
E00001172,5,0,5
E00001173,1,0,5
E00001174,3,3,3
E00001175,1,0,5
E00001176,3,3,3
E00001177,5,6,3
E00001178,5,6,4
E00001179,5,6,4
E00001180,3,3,3
E00001181,5,0,4
E00001182,1,0,5
E00001183,2,4,5
E00001184,3,3,3
E00001185,5,6,4
E00001186,2,0,5
E00001187,5,6,5
E00001188,3,3,3
E00001189,3,3,4
E00001191,5,6,4
E00001192,3,3,4
E00001193,5,0,5
E00001194,3,3,3
E00001195,2,0,5
E00001196,3,3,3
E00001197,5,6,5
E00001198,3,3,4
E00001199,3,3,3
E00001200,5,0,5
E00001201,1,0,5
E00001202,3,3,4
E00001203,3,3,3
E00001204,5,6,4
E00001205,5,6,4
E00001207,1,0,6
E00001208,2,4,5
E00001209,2,4,5
E00001210,1,0,5
E00001212,1,0,5
E00001213,2,4,5
E00001214,0,5,3
E00001215,2,4,5
E00001216,1,0,5
E00001217,1,0,6
E00001218,2,4,5
E00001219,1,0,6
E00001220,1,0,4
E00001221,2,4,5
E00001222,1,0,5
E00001223,1,0,5
E00001224,1,0,6
E00001226,2,4,5
E00001227,1,0,5
E00001228,1,0,5
E00001229,2,2,5
E00001230,1,0,6
E00001231,3,0,6
E00001232,3,0,3
E00001233,1,0,5
E00001234,1,0,6
E00001235,3,3,4
E00001236,1,0,5
E00001237,2,4,5
E00001238,1,0,5
E00001239,1,0,6
E00001240,1,0,6
E00001241,1,0,5
E00001242,1,0,4
E00001243,1,0,5
E00001244,2,4,5
E00001245,3,3,3
E00001246,3,3,6
E00001247,3,0,6
E00001248,3,3,3
E00001249,2,4,5
E00001250,1,0,6
E00001251,3,3,3
E00001252,3,3,3
E00001253,2,4,5
E00001254,2,4,5
E00001255,2,0,5
E00001256,5,6,4
E00001257,2,4,5
E00001258,5,6,4
E00001259,3,3,3
E00001261,1,0,5
E00001262,2,4,5
E00001265,1,0,4
E00001266,0,5,6
E00001267,1,0,5
E00001268,1,0,5
E00001269,1,0,4
E00001270,3,3,3
E00001271,2,4,5
E00001272,3,3,4
E00001273,5,6,4
E00001274,2,4,5
E00001275,5,0,4
E00001276,5,6,5
E00001277,5,6,4
E00001278,5,6,4
E00001279,3,3,3
E00001280,5,6,3
E00001281,3,3,4
E00001282,5,6,4
E00001283,1,0,4
E00001284,1,0,5
E00001285,5,6,5
E00001286,3,3,3
E00001288,5,0,4
E00001289,5,6,5
E00001290,5,6,4
E00001291,5,6,4
E00001292,5,0,5
E00001293,5,6,5
E00001294,3,3,4
E00001295,1,0,5
E00001296,2,4,5
E00001297,2,4,5
E00001298,2,4,5
E00001299,5,0,4
E00001300,2,4,5
E00001301,2,4,5
E00001302,1,0,5
E00001303,1,0,5
E00001304,3,0,3
E00001305,2,4,5
E00001306,3,3,3
E00001307,2,4,5
E00001308,1,0,5
E00001309,5,6,4
E00001310,3,3,3
E00001311,2,4,5
E00001312,2,4,5
E00001313,2,0,5
E00001314,5,0,5
E00001315,3,3,3
E00001316,3,0,4
E00001317,5,6,4
E00001318,3,3,3
E00001319,5,0,4
E00001320,2,4,5
E00001321,2,4,5
E00001322,3,3,3
E00001323,2,4,5
E00001324,1,0,5
E00001325,3,0,4
E00001326,2,4,5
E00001327,5,0,4
E00001328,5,0,4
E00001329,3,3,4
E00001330,2,4,5
E00001331,0,5,4
E00001333,3,0,5
E00001334,3,3,3
E00001335,3,6,4
E00001336,2,4,5
E00001337,1,0,5
E00001338,1,0,5
E00001339,2,2,5
E00001340,7,2,5
E00001341,2,4,5
E00001342,3,0,3
E00001343,1,0,5
E00001344,1,0,5
E00001345,2,4,5
E00001346,1,0,5
E00001347,2,4,5
E00001348,2,4,5
E00001349,1,0,5
E00001350,3,3,4
E00001351,0,5,3
E00001352,3,3,3
E00001353,1,0,6
E00001354,3,3,4
E00001355,2,4,5
E00001356,3,3,3
E00001357,3,3,3
E00001358,3,3,3
