OA,pca_cluster,ae_cluster,oac_supergroup
E00006576,5,6,4
E00006577,5,6,4
E00006578,5,6,4
E00006579,5,6,4
E00006580,5,6,4
E00006581,5,6,4
E00006582,5,6,4
E00006583,5,6,4
E00006585,5,6,4
E00006586,5,6,4
E00006587,5,6,4
E00006588,5,6,4
E00006589,5,6,4
E00006590,5,6,4
E00006591,5,6,4
E00006592,5,6,4
E00006593,5,6,5
E00006594,5,6,5
E00006595,5,6,4
E00006596,5,6,4
E00006597,5,6,4
E00006598,3,3,4
E00006599,5,6,4
E00006600,5,6,4
E00006601,5,6,4
E00006602,5,6,4
E00006603,3,3,4
E00006604,5,6,4
E00006605,5,6,4
E00006606,5,6,4
E00006607,5,6,4
E00006608,3,3,4
E00006609,5,6,4
E00006610,5,6,4
E00006611,5,6,4
E00006612,5,6,4
E00006613,5,6,4
E00006614,5,6,4
E00006615,5,6,3
E00006616,3,3,3
E00006617,5,6,4
E00006618,5,6,4
E00006619,5,6,4
E00006620,5,6,4
E00006621,5,6,4
E00006622,5,6,4
E00006623,5,6,4
E00006624,5,6,4
E00006625,5,6,4
E00006626,5,6,4
E00006627,5,6,4
E00006628,3,3,3
E00006629,5,6,4
E00006630,5,6,4
E00006631,5,6,4
E00006632,5,6,4
E00006633,5,6,4
E00006634,5,6,4
E00006635,5,6,4
E00006636,5,6,4
E00006637,5,6,4
E00006638,5,6,4
E00006639,5,6,4
E00006640,3,3,4
E00006643,5,6,4
E00006644,5,6,4
E00006646,5,3,4
E00006647,5,6,4
E00006648,5,6,4
E00006650,5,6,4
E00006651,5,6,4
E00006652,5,6,4
E00006653,5,6,4
E00006654,5,6,4
E00006655,5,6,4
E00006656,5,6,4
E00006657,5,6,5
E00006658,5,6,5
E00006659,5,6,4
E00006660,5,6,4
E00006661,5,6,4
E00006662,5,6,4
E00006663,5,6,4
E00006664,5,6,4
E00006665,5,6,4
E00006666,5,6,4
E00006667,5,6,4
E00006668,5,6,4
E00006669,3,3,4
E00006670,3,3,3
E00006671,5,6,4
E00006672,5,6,4
E00006673,5,6,4
E00006674,5,6,4
E00006675,5,6,4
E00006676,3,3,4
E00006677,5,6,4
E00006678,5,6,4
E00006679,5,6,4
E00006680,3,3,4
E00006681,5,6,4
E00006682,5,6,4
E00006683,5,6,4
E00006684,5,6,4
E00006685,3,3,3
E00006686,3,3,4
E00006687,5,6,4
E00006688,5,6,4
E00006689,5,6,4
E00006690,5,6,4
E00006691,5,6,4
E00006692,5,6,4
E00006693,5,6,4
E00006694,3,3,4
E00006695,5,6,4
E00006696,5,6,4
E00006697,3,3,4
E00006698,5,6,4
E00006699,5,6,4
E00006701,5,6,4
E00006702,5,6,4
E00006703,5,6,4
E00006704,5,6,4
E00006705,5,6,4
E00006706,5,6,4
E00006707,5,6,4
E00006708,5,6,4
E00006709,5,6,4
E00006710,5,6,4
E00006711,5,6,4
E00006712,5,6,4
E00006713,3,3,3
E00006714,3,3,3
E00006715,3,3,3
E00006716,1,0,3
E00006717,3,3,4
E00006718,3,3,3
E00006719,1,0,3
E00006720,3,3,3
E00006721,3,3,3
E00006722,3,3,3
E00006723,3,3,3
E00006724,3,3,3
E00006725,3,3,4
E00006726,3,3,3
E00006727,3,3,3
E00006728,3,3,3
E00006731,3,3,3
E00006735,3,3,3
E00006737,3,3,3
E00006738,3,0,3
E00006739,3,3,3
E00006740,3,3,3
E00006741,3,3,4
E00006742,3,3,3
E00006743,1,0,3
E00006744,1,0,5
E00006745,3,0,3
E00006746,3,3,3
E00006747,3,3,3
E00006748,3,3,3
E00006749,3,3,3
E00006750,1,0,3
E00006751,3,3,3
E00006752,3,3,3
E00006753,3,3,3
E00006754,3,3,3
E00006755,3,3,3
E00006756,3,3,3
E00006757,3,3,4
E00006759,3,3,3
E00006761,5,6,4
E00006762,5,6,4
E00006763,5,6,4
E00006764,5,6,4
E00006766,5,6,4
E00006767,5,6,4
E00006768,5,6,4
E00006769,5,6,4
E00006771,5,6,4
E00006772,5,6,4
E00006773,5,6,4
E00006774,5,6,4
E00006776,5,6,4
E00006777,5,6,4
E00006778,5,6,4
E00006782,5,6,4
E00006783,5,6,4
E00006784,5,6,4
E00006785,5,6,4
E00006786,5,6,4
E00006787,5,6,4
E00006790,5,6,4
E00006791,5,6,4
E00006793,5,6,4
E00006794,5,6,4
E00006795,5,6,4
E00006796,5,6,4
E00006797,5,6,4
E00006800,5,6,4
E00006801,5,6,4
E00006802,5,6,4
E00006804,5,6,4
E00006806,5,6,4
E00006807,5,6,4
E00006809,5,6,4
E00006810,5,6,4
E00006811,5,6,4
E00006812,5,6,4
E00006813,5,6,4
E00006814,5,6,4
E00006815,5,6,4
E00006817,5,6,4
E00006818,5,6,4
E00006819,5,6,4
E00006820,1,0,5
E00006821,3,3,3
E00006822,3,3,3
E00006823,3,0,3
E00006824,3,3,3
E00006825,3,0,3
E00006826,1,0,4
E00006827,3,3,3
E00006828,1,0,6
E00006829,1,0,3
E00006830,3,3,3
E00006831,1,0,3
E00006832,1,0,3
E00006833,1,0,5
E00006834,1,0,6
E00006835,1,0,5
E00006836,1,0,6
E00006837,3,0,3
E00006838,1,0,6
E00006839,1,0,3
E00006840,2,0,5
E00006841,1,0,6
E00006842,2,4,5
E00006843,1,0,6
E00006844,3,0,3
E00006845,3,3,3
E00006846,2,0,5
E00006847,1,0,6
E00006848,1,0,3
E00006849,1,0,3
E00006850,3,3,3
E00006851,3,0,3
E00006852,1,0,3
E00006853,2,4,5
E00006854,3,3,3
E00006855,3,0,3
E00006856,1,0,6
E00006857,3,3,3
E00006858,1,0,3
E00006860,3,0,3
E00006861,3,3,3
E00006862,3,0,4
E00006863,3,0,3
E00006864,3,3,3
E00006865,3,3,4
E00006866,1,0,6
E00006867,1,0,5
E00006868,2,4,5
E00006869,1,0,5
E00006870,3,0,6
E00006871,1,0,6
E00006872,1,0,3
E00006873,0,5,3
E00006874,1,0,5
E00006875,1,0,4
E00006876,1,0,6
E00006877,3,0,3
E00006878,1,0,3
E00006879,3,0,3
E00006880,1,0,5
E00006881,1,0,6
E00006882,1,0,4
E00006883,1,0,6
E00006884,1,0,6
E00006885,1,0,6
E00006886,2,4,5
E00006887,1,0,5
E00006888,1,0,5
E00006889,3,3,3
E00006890,1,0,3
E00006891,3,3,3
E00006893,3,3,3
E00006894,3,3,4
E00006895,3,3,3
E00006896,3,3,3
E00006897,3,3,4
E00006898,3,3,3
E00006899,3,3,3
E00006901,3,3,4
E00006903,1,0,4
E00006904,1,0,3
E00006905,2,0,5
E00006906,1,0,4
E00006907,1,0,6
E00006908,1,0,6
E00006909,1,0,6
E00006910,3,3,3
E00006911,3,3,4
E00006912,3,3,4
E00006913,5,6,4
E00006914,3,3,3
E00006915,5,6,4
E00006916,3,3,3
E00006917,3,3,3
E00006918,5,6,4
E00006920,3,3,3
E00006921,5,6,4
E00006922,1,0,6
E00006923,5,0,4
E00006924,5,6,4
E00006925,3,3,4
E00006926,1,0,5
E00006927,5,6,4
E00006928,5,6,4
E00006929,5,6,4
E00006930,3,3,4
E00006931,5,6,4
E00006932,1,0,3
E00006933,5,6,4
E00006934,5,0,4
E00006935,5,6,4
E00006936,5,6,4
E00006937,3,3,3
E00006938,1,0,6
E00006939,3,3,4
E00006940,5,6,4
E00006941,3,3,4
E00006942,1,0,4
E00006943,1,0,4
E00006944,5,6,4
E00006945,5,6,4
E00006946,1,0,3
E00006947,3,3,3
E00006948,3,3,4
E00006949,1,0,6
E00006950,1,2,5
E00006951,1,0,5
E00006952,1,0,6
E00006953,2,2,5
E00006954,1,2,5
E00006955,1,2,5
E00006956,1,2,6
E00006957,2,2,5
E00006958,7,2,5
E00006959,2,2,5
E00006960,7,2,5
E00006961,5,0,4
E00006962,7,2,5
E00006963,5,6,4
E00006964,1,0,6
E00006965,7,2,5
E00006966,7,2,4
E00006967,3,3,3
E00006968,3,3,4
E00006969,5,2,5
E00006970,2,2,5
E00006971,5,6,4
E00006972,1,0,4
E00006973,5,6,4
E00006974,5,0,5
E00006975,1,0,4
E00006976,5,6,4
E00006977,5,6,4
E00006978,3,3,3
E00006979,0,0,6
E00006980,1,0,4
E00006981,1,0,6
E00006982,1,0,5
E00006983,1,0,5
E00006984,1,0,4
E00006985,3,0,4
E00006986,3,3,4
E00006987,3,3,3
E00006988,1,0,4
E00006989,5,6,4
E00006990,3,3,3
E00006991,7,7,6
E00006992,2,2,5
E00006993,1,0,6
E00006994,2,2,5
E00006995,7,2,5
E00006996,7,2,6
E00006997,5,6,4
E00006998,2,2,5
E00006999,5,0,4
E00007000,1,2,6
E00007001,5,6,4
E00007002,5,6,4
E00007003,3,3,3
E00007004,1,0,6
E00007005,1,2,5
E00007006,3,3,3
E00007007,1,2,6
E00007008,1,0,4
E00007009,3,3,3
E00007010,0,5,3
E00007011,3,3,3
E00007012,5,6,4
E00007013,4,1,4
E00007014,1,0,4
E00007015,1,0,6
E00007016,5,6,4
E00007017,0,5,3
E00007019,1,0,6
E00007020,1,0,6
E00007021,3,3,6
E00007022,1,0,6
E00007023,1,0,6
E00007024,1,0,6
E00007025,1,0,6
E00007027,1,0,4
E00007028,3,3,4
E00007029,1,2,5
E00007030,2,4,5
E00007031,5,6,4
E00007032,7,7,5
E00007033,4,1,4
E00007034,3,3,3
E00007035,2,4,5
E00007036,3,3,4
E00007037,3,3,3
E00007038,3,3,3
E00007039,2,0,5
E00007040,2,4,5
E00007041,5,6,4
E00007042,5,0,4
E00007043,1,0,4
E00007044,5,6,5
E00007045,3,3,4
E00007047,3,3,4
E00007049,5,6,4
E00007050,2,4,5
E00007052,2,4,5
E00007053,2,4,5
E00007054,2,4,5
E00007055,2,4,5
E00007056,2,4,5
E00007057,2,4,5
E00007058,3,3,3
E00007059,1,0,4
E00007060,7,2,5
E00007061,1,0,5
E00007062,3,3,3
E00007063,2,2,5
E00007064,0,5,3
E00007066,1,0,5
E00007067,5,0,4
E00007068,5,0,5
E00007069,2,2,5
E00007070,3,3,3
E00007071,5,0,5
E00007072,2,2,5
E00007073,3,3,3
E00007074,5,6,4
E00007075,5,6,4
E00007076,3,3,4
E00007077,5,6,4
E00007078,5,6,4
E00007079,5,3,4
E00007080,3,3,4
E00007081,5,6,4
E00007082,3,3,4
E00007083,5,6,4
E00007084,5,6,4
E00007085,5,6,4
E00007086,3,3,3
E00007087,5,6,4
E00007088,5,6,4
E00007089,5,3,4
E00007090,5,3,4
E00007092,5,6,4
E00007093,3,3,3
E00007094,3,3,4
E00007096,3,3,4
E00007098,3,3,3
E00007099,3,3,4
E00007100,5,6,4
E00007101,5,6,4
E00007102,5,6,4
E00007103,5,6,4
E00007105,5,3,4
E00007106,5,6,4
E00007107,3,3,4
E00007108,5,6,4
E00007109,5,6,4
E00007110,5,6,4
E00007111,5,6,4
E00007112,3,3,4
E00007113,5,6,4
E00007114,3,3,3
E00007115,5,6,4
E00007116,5,6,4
E00007117,5,6,4
E00007118,3,3,4
E00007119,3,3,3
E00007120,3,3,4
E00007121,5,6,4
E00007122,3,3,4
E00007123,5,6,4
E00007124,5,6,4
E00007125,5,6,4
E00007126,5,6,4
E00007127,5,6,4
E00007128,5,6,4
E00007129,5,6,3
E00007130,5,6,4
E00007131,5,6,4
E00007132,5,6,4
E00007133,5,6,4
E00007134,5,6,4
E00007135,3,3,4
E00007136,5,6,4
E00007137,5,6,4
E00007138,5,6,4
E00007139,5,6,4
E00007140,5,6,4
E00007141,5,6,4
E00007142,0,6,4
E00007143,5,6,4
E00007144,5,6,4
E00007146,5,6,4
E00007147,5,6,4
E00007148,5,6,4
E00007149,3,3,3
E00007150,3,3,3
E00007151,3,3,4
E00007152,3,3,3
E00007153,5,6,4
E00007154,5,3,4
E00007155,5,6,4
E00007156,5,6,4
E00007157,5,6,4
E00007158,5,6,4
E00007159,5,3,4
E00007160,5,6,4
E00007161,5,6,4
E00007162,5,6,4
E00007163,5,6,4
E00007164,5,6,4
E00007165,5,6,4
E00007166,5,6,4
E00007167,3,3,3
E00007168,5,6,4
E00007170,3,3,4
E00007171,3,3,3
E00007172,5,6,4
E00007173,5,6,4
E00007174,5,6,4
E00007175,3,3,3
E00007176,5,6,4
E00007177,1,0,4
E00007179,5,6,4
E00007180,3,3,4
E00007181,3,3,4
E00007182,5,6,4
E00007183,5,6,4
E00007184,5,6,4
E00007185,5,6,4
E00007186,5,6,4
E00007187,3,3,4
E00007188,5,6,4
E00007189,5,6,4
E00007191,5,6,4
E00007192,3,3,4
E00007193,5,6,4
E00007194,5,6,4
E00007195,5,6,4
E00007196,5,6,4
E00007197,1,0,4
E00007198,5,6,4
E00007199,5,6,4
E00007200,5,6,4
E00007201,5,6,4
E00007202,5,6,4
E00007203,5,6,4
E00007204,5,6,4
E00007205,5,6,4
E00007206,3,3,4
E00007207,5,6,4
E00007208,2,4,5
E00007209,2,2,5
E00007210,3,0,3
E00007211,1,0,6
E00007212,1,0,5
E00007213,3,0,3
E00007215,0,0,6
E00007216,1,0,5
E00007217,1,0,5
E00007218,3,3,3
E00007219,7,2,6
E00007220,3,3,3
E00007221,1,0,5
E00007222,2,2,5
E00007223,3,3,4
E00007224,2,4,5
E00007225,2,4,5
E00007226,1,0,6
E00007227,1,0,4
E00007228,2,4,5
E00007229,2,7,5
E00007230,1,0,5
E00007231,2,4,5
E00007232,3,3,3
E00007233,2,4,5
E00007234,2,4,5
E00007235,7,2,5
E00007236,2,2,5
E00007237,2,2,5
E00007238,1,0,5
E00007239,1,0,3
E00007240,1,0,3
E00007241,2,4,5
E00007242,2,4,5
E00007243,2,2,5
E00007244,2,4,5
E00007245,1,0,4
E00007246,1,0,4
E00007247,1,0,6
E00007248,5,6,4
E00007249,5,6,4
E00007250,3,3,4
E00007251,5,6,4
E00007252,3,3,4
E00007253,5,6,4
E00007254,3,3,3
E00007255,5,6,4
E00007256,5,6,4
E00007257,5,6,4
E00007258,5,6,4
E00007259,5,6,4
E00007260,5,6,4
E00007261,5,6,4
E00007262,5,6,4
E00007263,5,6,4
E00007264,5,6,4
E00007265,5,6,4
E00007266,5,6,4
E00007267,5,6,4
E00007268,5,6,4
E00007269,5,6,4
E00007270,5,6,4
E00007271,5,6,4
E00007272,5,6,4
E00007273,5,6,4
E00007274,5,6,4
E00007275,5,6,4
E00007276,5,6,4
E00007277,5,6,4
E00007278,5,6,4
E00007279,3,3,4
E00007280,3,3,3
E00007281,5,6,4
E00007282,5,6,4
E00007283,5,6,4
E00007284,3,3,4
E00007285,5,6,4
E00007286,5,6,4
E00007287,5,6,4
E00007288,5,6,4
E00007289,5,6,4
E00007290,3,3,4
E00007291,5,6,4
E00007292,5,6,4
E00007293,1,0,6
E00007294,3,0,3
E00007295,1,0,6
E00007296,3,0,6
E00007297,3,3,3
E00007298,1,0,6
E00007299,1,0,6
E00007300,1,0,6
E00007301,0,5,6
E00007302,1,0,3
E00007303,2,0,5
E00007304,2,4,5
E00007305,1,0,5
E00007306,1,0,6
E00007307,2,4,5
E00007308,3,3,3
E00007309,2,4,5
E00007310,1,0,6
E00007311,0,0,6
E00007312,7,2,5
E00007313,2,4,5
E00007314,1,0,5
E00007315,7,2,5
E00007316,1,0,6
E00007317,2,4,5
E00007318,2,4,5
E00007319,2,4,5
E00007320,7,2,5
E00007321,2,4,5
E00007322,1,0,4
E00007323,1,2,5
E00007324,1,0,4
E00007325,1,0,6
E00007326,2,4,5
E00007327,0,5,6
E00007328,1,0,6
E00007329,1,0,5
E00007330,3,3,3
E00007331,1,0,4
E00007332,3,3,3
E00007333,1,0,5
E00007334,1,0,6
E00007335,5,6,4
E00007336,3,3,3
E00007337,5,6,4
E00007338,5,6,4
E00007339,5,6,4
E00007340,5,6,4
E00007341,5,6,4
E00007342,5,6,4
E00007343,5,6,4
E00007344,3,3,3
E00007345,5,6,4
E00007346,5,6,4
E00007347,3,3,4
E00007348,5,6,4
E00007349,5,6,4
E00007350,5,6,4
E00007351,5,6,4
E00007352,3,3,3
E00007353,3,3,3
E00007354,5,6,4
E00007355,5,6,4
E00007356,5,6,4
E00007357,5,6,4
E00007358,5,0,4
E00007359,5,6,4
E00007360,5,6,4
E00007361,5,6,4
E00007362,5,6,4
E00007363,5,6,4
E00007364,5,6,4
E00007365,5,6,4
E00007366,5,6,4
E00007367,5,6,4
E00007368,5,6,4
E00007369,5,6,4
E00007370,5,6,4
E00007371,5,6,4
E00007372,5,6,4
E00007373,3,3,4
E00007374,5,6,4
E00007375,5,6,4
E00007376,5,6,4
E00007378,5,6,4
E00007379,5,6,4
E00007381,5,6,4
E00007382,3,3,3
E00007383,5,6,4
E00007384,5,6,4
E00007385,5,6,4
E00007386,5,6,4
E00007387,5,6,4
E00007388,5,6,4
E00007389,5,6,4
E00007390,5,6,4
E00007391,5,6,4
E00007392,5,6,4
E00007393,3,3,4
E00007394,5,6,4
E00007395,5,6,4
E00007396,5,6,4
E00007397,5,6,4
E00007398,5,6,4
E00007399,5,6,4
E00007400,5,6,4
E00007401,3,3,3
E00007402,3,3,4
E00007403,5,6,4
E00007404,5,6,4
E00007405,5,6,4
E00007406,5,6,4
E00007407,5,6,4
E00007408,5,6,4
E00007409,5,6,4
E00007410,5,6,4
E00007411,5,6,4
E00007412,5,6,4
E00007413,5,6,4
E00007414,5,6,4
E00007415,5,6,4
E00007416,5,6,4
E00007417,3,3,3
E00007418,3,3,3
E00007419,5,6,4
E00007420,5,6,4
E00007421,5,6,6
E00007422,5,6,4
E00007423,1,0,6
E00007424,5,6,4
E00007425,5,6,4
E00007426,5,6,4
E00007427,5,6,4
E00007428,5,6,4
E00007429,5,6,4
E00007430,3,3,3
E00007431,5,6,4
E00007432,3,3,3
E00007433,1,0,3
E00007434,5,6,4
E00007435,5,6,4
E00007436,1,0,4
E00007437,5,0,4
E00007438,5,6,4
E00007439,3,3,4
E00007440,1,0,4
E00007441,5,6,4
E00007442,3,3,3
E00007443,5,0,4
E00007444,1,0,4
E00007445,5,6,4
E00007446,1,0,4
E00007447,3,0,4
E00007448,5,6,4
E00007449,3,3,3
E00007450,5,6,4
E00007451,3,3,3
E00007452,5,6,4
E00007453,5,0,4
E00007454,3,3,4
E00007455,5,6,4
E00007456,5,0,6
E00007457,5,6,4
E00007458,5,6,4
E00007459,5,6,4
E00007460,5,6,4
E00007461,5,6,4
E00007462,5,6,4
E00007463,5,6,4
E00007464,5,6,4
E00007469,5,6,4
E00007472,5,6,4
E00007473,5,6,4
E00007474,5,6,4
E00007475,3,3,3
E00007476,5,6,4
E00007477,5,6,4
E00007478,5,6,4
E00007479,3,3,3
E00007480,3,3,3
E00007482,3,3,3
E00007484,5,6,4
E00007486,5,6,4
E00007487,5,6,4
E00007488,5,6,4
E00007489,3,3,4
E00007492,5,6,4
E00007493,5,6,4
E00007494,5,6,4
E00007495,5,6,4
E00007496,5,6,4
E00007497,5,6,4
E00007498,5,6,4
E00007499,5,6,4
E00007500,1,2,6
E00007501,1,0,6
E00007502,5,6,3
E00007503,5,6,3
E00007504,5,6,4
E00007505,1,0,4
E00007506,5,6,4
E00007507,3,3,4
E00007508,5,0,4
E00007509,3,3,3
E00007510,1,0,6
E00007511,5,6,4
E00007512,5,6,4
E00007513,3,6,4
E00007514,5,6,4
E00007515,5,6,4
E00007516,5,6,4
E00007517,5,6,4
E00007518,5,6,4
E00007519,5,6,4
E00007520,5,6,4
E00007521,5,6,4
E00007522,4,6,4
E00007523,1,0,3
E00007524,5,6,4
E00007525,3,3,4
E00007526,1,0,6
E00007527,3,3,3
E00007529,1,0,4
E00007530,1,0,5
E00007531,1,0,6
E00007532,1,0,6
E00007533,1,0,4
E00007534,1,0,6
E00007535,5,6,4
E00007536,1,0,4
E00007537,3,3,3
E00007538,1,0,6
E00007539,1,0,4
E00007540,3,0,3
E00007541,1,0,4
E00007542,1,0,5
E00007543,3,0,4
E00007544,3,3,3
E00007545,3,3,4
E00007546,0,5,3
E00007547,2,2,5
E00007548,5,0,4
E00007549,5,0,5
E00007550,2,2,5
E00007551,1,0,5
E00007552,5,6,4
E00007553,3,3,3
E00007554,2,2,5
E00007555,2,2,5
E00007556,5,6,4
E00007557,3,3,3
E00007558,3,3,4
E00007559,3,3,4
E00007560,1,0,5
E00007561,2,2,5
E00007562,2,4,5
E00007563,5,0,4
E00007564,5,6,4
E00007565,3,3,3
E00007566,2,0,5
E00007567,5,0,5
E00007568,3,3,3
E00007569,3,3,4
E00007570,1,0,6
E00007571,3,3,3
E00007572,2,4,5
E00007573,3,3,3
E00007575,3,3,3
E00007576,3,3,3
E00007577,3,3,3
E00007578,1,0,4
E00007579,2,4,5
E00007580,3,3,3
E00007581,1,0,4
E00007583,3,3,3
E00007584,5,0,5
E00007585,3,3,4
E00007586,5,6,4
E00007587,3,3,3
E00007588,3,3,4
E00007589,3,3,4
E00007590,5,6,4
E00007591,1,0,6
E00007594,3,3,3
E00007595,5,6,4
E00007596,2,4,5
E00007597,1,0,5
E00007598,1,0,5
E00007599,1,0,5
E00007600,1,0,5
E00007601,2,4,5
E00007602,1,0,5
E00007603,2,4,5
E00007604,1,0,5
E00007605,5,0,5
E00007606,1,0,5
E00007607,5,6,4
E00007608,2,2,5
E00007609,5,6,5
E00007610,2,4,5
E00007611,3,0,3
E00007612,2,4,5
E00007613,3,3,4
E00007614,2,0,5
E00007615,2,4,5
E00007616,3,3,3
E00007617,1,0,6
E00007618,5,6,4
E00007619,3,3,4
E00007620,5,6,4
E00007621,3,3,3
E00007622,1,2,6
E00007623,1,0,6
E00007624,1,0,6
E00007625,3,0,3
E00007626,1,2,6
E00007627,7,2,5
E00007628,1,0,6
E00007629,1,2,5
E00007630,1,2,6
E00007631,0,0,6
E00007632,0,0,6
E00007633,7,2,5
E00007634,1,0,6
E00007635,1,0,6
E00007636,1,0,6
E00007637,5,6,4
E00007638,7,2,5
E00007639,3,3,3
E00007640,7,2,5
E00007641,1,0,6
E00007642,1,0,6
E00007643,1,0,6
E00007644,1,0,6
E00007645,1,2,5
E00007646,1,0,6
E00007647,7,2,5
E00007648,1,0,6
E00007649,2,2,6
E00007650,7,2,5
E00007651,7,2,6
E00007652,7,2,5
E00007653,1,0,6
E00007654,3,3,3
E00007655,7,2,5
E00007656,7,2,6
E00007657,7,2,5
E00007658,2,2,5
E00007659,1,0,6
E00007660,7,2,5
E00007661,0,0,6
E00007662,7,2,5
E00007663,7,2,6
E00007664,1,0,4
E00007665,3,3,3
E00007666,1,0,6
E00007667,1,0,6
E00007668,3,3,4
E00007669,5,6,4
E00007670,5,6,4
E00007671,3,3,3
E00007672,3,3,3
E00007673,5,6,4
E00007674,5,6,4
E00007675,5,6,4
E00007676,5,6,4
E00007677,5,6,4
E00007678,3,3,4
E00007679,5,6,4
E00007680,5,6,4
E00007681,5,6,4
E00007682,5,6,4
E00007683,5,6,4
E00007684,5,6,4
E00007685,5,6,4
E00007686,5,6,4
E00007687,5,6,4
E00007688,5,6,4
E00007689,0,5,4
E00007690,3,6,4
E00007691,5,6,4
E00007692,5,6,4
E00007693,5,6,4
E00007694,5,6,4
E00007695,5,6,4
E00007696,5,6,4
E00007697,5,6,4
E00007698,5,6,4
E00007699,5,6,4
E00007700,5,6,4
E00007701,5,6,4
E00007702,3,3,4
E00007703,3,3,4
E00007704,5,6,4
E00007705,5,6,4
E00007706,5,6,4
E00007707,5,6,4
E00007708,5,6,4
E00007709,3,3,3
E00007710,5,6,4
E00007711,5,6,4
E00007712,5,6,4
E00007713,5,6,4
E00007714,5,6,4
E00007715,5,6,4
E00007716,3,3,3
E00007717,5,6,4
E00007718,5,6,4
E00007719,5,6,4
E00007720,5,6,4
E00007721,5,6,4
E00007722,5,6,4
E00007723,3,3,4
E00007724,5,6,4
E00007726,5,6,4
E00007727,5,6,4
E00007728,5,6,4
E00007729,5,6,4
E00007730,3,3,4
E00007732,5,6,4
E00007733,3,3,3
E00007734,5,6,4
E00007735,5,3,3
E00007736,5,6,4
E00007737,5,6,4
E00007738,3,3,3
E00007739,5,6,4
E00007741,3,3,3
E00007742,5,6,4
E00007743,5,6,4
E00007745,5,6,4
E00007746,5,6,4
E00007747,5,6,4
E00007750,5,6,4
E00007751,5,6,4
E00007752,5,6,4
E00007753,5,0,4
E00007754,1,0,6
E00007755,1,0,6
E00007757,1,0,6
E00007758,1,0,6
E00007759,3,0,4
E00007760,1,0,6
E00007761,1,0,6
E00007762,3,3,3
E00007763,1,0,6
E00007764,3,0,4
E00007765,2,4,5
E00007766,1,0,5
E00007767,2,4,5
E00007768,1,0,4
E00007769,2,4,5
E00007770,1,0,6
E00007771,2,2,5
E00007772,5,0,4
E00007773,5,0,4
E00007774,1,0,6
E00007775,1,0,5
E00007776,1,0,6
E00007777,1,0,6
E00007778,1,0,4
E00007779,1,0,6
E00007780,3,3,4
E00007781,3,3,3
E00007782,3,3,3
E00007783,1,0,5
E00007784,1,0,4
E00007785,2,0,6
E00007786,1,0,4
E00007787,3,0,3
E00007788,2,4,5
E00007789,2,4,5
E00007790,2,4,5
E00007791,2,4,5
E00007792,1,0,5
E00007793,5,6,4
E00007794,5,6,4
E00007795,5,6,4
E00007796,5,6,4
E00007798,5,6,4
E00007799,5,6,4
E00007800,5,6,4
E00007801,5,6,4
E00007802,5,6,4
E00007803,5,6,4
E00007804,5,6,4
E00007805,5,6,4
E00007806,1,0,4
E00007807,5,6,4
E00007808,5,6,4
E00007809,5,6,4
E00007810,1,0,4
E00007811,3,3,4
E00007812,5,6,4
E00007813,5,0,4
E00007814,1,0,4
E00007815,3,3,3
E00007816,3,3,3
E00007817,1,0,4
E00007818,3,3,3
E00007819,3,3,3
E00007820,5,6,4
E00007821,5,6,4
E00007822,5,6,4
E00007823,5,6,4
E00007824,5,6,4
E00007825,5,6,4
E00007826,5,6,4
E00007827,5,6,4
E00007828,5,6,4
E00007829,5,6,4
E00007830,4,5,4
E00007831,5,6,4
E00007832,3,3,3
E00007833,3,3,4
E00007834,3,3,4
E00007835,5,6,4
E00007836,5,6,4
E00007837,5,6,4
E00007838,5,6,4
E00007839,1,0,6
E00007840,1,0,3
E00007841,3,3,3
E00007842,3,3,3
E00007843,1,0,3
E00007844,1,0,3
E00007845,1,0,6
E00007846,3,0,3
E00007847,2,4,5
E00007848,3,0,3
E00007849,3,0,6
E00007850,1,0,6
E00007851,1,0,6
E00007852,1,0,6
E00007853,5,0,4
E00007854,3,0,3
E00007855,3,3,4
E00007856,1,0,5
E00007857,1,0,6
E00007858,3,0,3
E00007859,1,0,3
E00007860,1,0,6
E00007861,1,0,6
E00007862,1,0,6
E00007863,3,0,3
E00007865,1,0,6
E00007866,1,0,6
E00007867,1,0,6
E00007869,1,0,6
E00007870,1,0,6
E00007871,1,0,6
E00007872,1,0,6
E00007873,3,3,3
E00007874,0,5,6
E00007875,1,0,6
E00007876,0,5,3
E00007877,3,3,3
E00007878,3,3,3
E00007879,3,0,3
E00007880,3,0,6
E00007881,1,0,6
E00007882,1,0,5
E00007883,1,0,3
E00007884,1,0,5
E00007885,1,0,6
E00007886,3,0,3
E00007887,1,0,6
E00007888,1,0,6
E00007889,3,0,4
E00007890,5,6,4
E00007891,3,5,4
E00007892,1,0,4
E00007893,3,3,3
E00007894,1,0,6
E00007895,4,6,4
E00007896,3,3,3
E00007897,0,5,4
E00007898,3,3,3
E00007899,1,0,6
E00007900,5,6,4
E00007901,3,0,3
E00007902,0,5,4
E00007903,5,6,4
E00007904,3,3,3
E00007905,3,3,4
E00007906,3,3,4
E00007907,1,0,6
E00007908,1,0,6
E00007909,1,0,4
E00007910,1,0,6
E00007912,1,0,6
E00007913,3,3,3
E00007914,1,0,6
E00007915,3,3,3
E00007916,3,6,3
E00007917,5,6,4
E00007918,5,6,3
E00007919,5,6,4
E00007920,1,0,6
E00007921,1,0,5
E00007922,1,0,6
E00007923,3,3,3
