OA,pca_cluster,ae_cluster,oac_supergroup
E00056321,6,7,2
E00056322,5,4,2
E00056323,0,0,1
E00056324,0,0,2
E00056325,5,4,2
E00056326,5,4,2
E00056327,5,4,2
E00056328,5,4,2
E00056329,6,7,7
E00056330,2,4,2
E00056331,0,0,1
E00056332,0,0,2
E00056333,0,0,2
E00056334,0,0,2
E00056336,5,3,2
E00056337,4,3,2
E00056338,0,0,1
E00056339,6,7,6
E00056340,5,3,2
E00056341,0,0,1
E00056342,0,0,2
E00056343,2,4,2
E00056344,5,3,2
E00056345,5,4,2
E00056346,6,7,6
E00056347,5,4,2
E00056348,0,0,2
E00056349,5,4,2
E00056350,2,6,6
E00056351,5,4,2
E00056352,6,7,7
E00056353,0,0,2
E00056354,6,7,7
E00056355,0,0,1
E00056356,0,0,2
E00056357,4,3,1
E00056358,2,4,2
E00056359,0,0,2
E00056360,4,3,1
E00056361,0,0,1
E00056362,5,4,2
E00056363,5,4,2
E00056364,5,3,2
E00056365,5,4,2
E00056366,5,4,2
E00056367,0,0,2
E00056368,2,4,2
E00056369,5,4,2
E00056370,0,0,1
E00056371,5,4,2
E00056372,5,4,2
E00056373,2,4,2
E00056374,5,4,2
E00056375,5,4,2
E00056376,0,0,2
E00056377,5,4,2
E00056378,4,3,2
E00056380,0,0,5
E00056381,2,4,2
E00056382,0,0,1
E00056383,5,4,2
E00056384,0,0,2
E00056385,6,7,7
E00056386,4,3,2
E00056387,5,4,2
E00056389,5,7,2
E00056390,5,4,2
E00056391,5,4,2
E00056392,0,0,2
E00056393,5,4,2
E00056394,0,0,2
E00056395,5,4,2
E00056396,0,0,2
E00056397,0,0,2
E00056398,3,2,7
E00056399,5,4,2
E00056400,0,0,1
E00056401,5,3,1
E00056402,6,7,7
E00056403,5,4,2
E00056404,5,4,2
E00056405,6,7,7
E00056406,5,4,1
E00056407,6,7,7
E00056408,5,4,1
E00056409,5,4,1
E00056410,0,3,1
E00056411,0,0,2
E00056412,5,4,2
E00056413,5,3,2
E00056414,0,0,2
E00056415,5,4,1
E00056416,0,0,1
E00056417,5,4,1
E00056418,5,7,2
E00056419,0,0,2
E00056420,5,4,7
E00056421,5,4,2
E00056422,2,4,2
E00056423,0,0,2
E00056424,3,7,7
E00056425,5,4,2
E00056426,0,0,2
E00056427,0,0,2
E00056428,5,4,2
E00056429,0,3,2
E00056430,0,0,1
E00056431,0,0,2
E00056432,0,0,2
E00056433,5,4,5
E00056434,5,4,5
E00056435,0,0,5
E00056436,2,6,6
E00056437,5,4,5
E00056438,0,3,5
E00056439,5,4,5
E00056440,3,6,6
E00056441,3,2,6
E00056442,5,4,2
E00056443,0,0,5
E00056445,5,4,5
E00056446,5,4,5
E00056447,5,4,5
E00056448,0,0,5
E00056449,2,6,6
E00056450,5,4,2
E00056451,2,6,6
E00056452,2,6,6
E00056453,3,2,6
E00056454,6,7,6
E00056455,3,2,6
E00056456,5,4,2
E00056457,2,4,5
E00056458,5,4,2
E00056459,5,4,1
E00056461,5,4,1
E00056462,5,4,5
E00056464,5,4,5
E00056465,2,6,6
E00056466,0,0,5
E00056467,0,0,5
E00056469,5,4,1
E00056470,0,0,5
E00056471,6,7,6
E00056472,2,6,6
E00056473,3,2,8
E00056474,0,4,2
E00056475,0,0,5
E00056476,5,4,5
E00056478,5,4,5
E00056479,0,0,5
E00056480,0,0,1
E00056481,3,2,6
E00056482,3,2,6
E00056483,6,7,6
E00056484,5,4,5
E00056485,5,4,5
E00056486,5,4,2
E00056487,5,4,5
E00056488,2,4,5
E00056489,6,7,7
E00056490,5,4,2
E00056491,6,7,7
E00056492,5,4,1
E00056493,5,4,2
E00056494,5,4,5
E00056495,5,4,7
E00056496,5,4,2
E00056497,5,4,2
E00056498,6,7,7
E00056499,5,4,7
E00056500,6,7,6
E00056501,6,7,7
E00056502,5,4,2
E00056503,6,7,6
E00056504,0,0,2
E00056505,0,0,1
E00056506,0,0,1
E00056507,0,3,2
E00056508,5,4,5
E00056509,6,7,6
E00056510,5,4,2
E00056511,2,4,2
E00056512,5,4,1
E00056513,5,4,1
E00056514,6,7,7
E00056515,5,4,2
E00056516,5,4,2
E00056517,5,4,2
E00056518,5,4,2
E00056519,0,0,1
E00056520,5,4,1
E00056521,5,4,2
E00056522,5,4,2
E00056523,6,7,7
E00056524,0,3,1
E00056525,6,7,6
E00056526,3,2,7
E00056527,3,7,2
E00056528,0,0,1
E00056529,3,2,6
E00056530,3,2,6
E00056532,5,4,1
E00056533,0,3,2
E00056534,5,4,2
E00056535,0,0,2
E00056536,2,6,6
E00056537,5,4,2
E00056538,5,4,1
E00056539,0,0,1
E00056540,5,4,2
E00056541,5,4,2
E00056542,6,7,6
E00056543,6,7,6
E00056544,2,6,6
E00056545,2,6,6
E00056546,2,4,2
E00056548,5,4,2
E00056549,7,5,3
E00056550,1,1,4
E00056552,3,2,3
E00056554,7,5,4
E00056555,6,7,6
E00056556,3,2,4
E00056557,5,4,2
E00056558,3,2,4
E00056559,6,2,4
E00056560,1,1,4
E00056561,1,1,4
E00056562,3,2,6
E00056563,3,2,6
E00056564,2,6,4
E00056566,2,6,6
E00056567,6,7,6
E00056568,2,6,6
E00056569,6,7,4
E00056570,6,7,6
E00056571,2,7,6
E00056572,6,7,6
E00056573,2,6,6
E00056574,6,7,4
E00056575,6,7,6
E00056576,5,4,6
E00056577,2,4,6
E00056578,2,7,6
E00056579,5,4,5
E00056580,5,4,2
E00056581,5,4,5
E00056582,3,2,6
E00056583,0,0,5
E00056584,5,4,2
E00056585,3,2,6
E00056586,3,2,8
E00056587,5,4,5
E00056588,3,7,7
E00056589,3,2,8
E00056590,3,7,6
E00056591,6,7,6
E00056592,1,6,4
E00056593,0,0,5
E00056594,7,5,4
E00056595,2,6,6
E00056596,2,4,6
E00056597,1,1,4
E00056598,3,2,6
E00056599,0,0,5
E00056600,2,6,4
E00056601,6,7,6
E00056602,3,2,4
E00056603,2,6,6
E00056604,2,6,6
E00056605,1,1,4
E00056606,1,1,4
E00056607,2,7,4
E00056608,2,4,5
E00056609,7,5,4
E00056610,6,7,7
E00056611,5,4,2
E00056612,6,7,4
E00056614,5,4,5
E00056615,5,4,5
E00056616,3,5,4
E00056617,1,1,4
E00056618,1,1,4
E00056619,7,5,4
E00056620,1,1,4
E00056621,6,7,4
E00056622,7,5,4
E00056623,6,7,4
E00056624,2,6,4
E00056625,2,6,4
E00056626,7,5,4
E00056627,3,2,4
E00056628,3,2,5
E00056629,3,2,4
E00056630,7,5,4
E00056631,2,4,5
E00056632,7,5,4
E00056633,2,6,5
E00056634,3,2,6
E00056635,1,6,4
E00056636,2,6,5
E00056637,2,6,4
E00056638,7,6,4
E00056639,2,6,6
E00056640,3,6,6
E00056641,3,2,4
E00056642,3,2,4
E00056643,2,6,6
E00056644,5,4,5
E00056645,5,4,2
E00056646,5,4,2
E00056647,0,0,2
E00056648,6,7,7
E00056649,6,7,6
E00056651,5,4,2
E00056652,2,4,2
E00056653,0,0,2
E00056654,0,0,1
E00056655,2,4,2
E00056656,6,7,7
E00056657,5,4,2
E00056658,5,4,2
E00056659,0,0,1
E00056660,5,7,2
E00056661,3,2,6
E00056662,5,4,2
E00056663,6,7,6
E00056664,0,0,2
E00056665,3,2,7
E00056666,2,7,6
E00056668,3,2,8
E00056670,2,7,6
E00056671,0,0,2
E00056672,5,3,2
E00056673,0,0,2
E00056674,5,4,2
E00056675,5,4,2
E00056677,0,3,2
E00056678,6,7,8
E00056679,5,4,1
E00056681,3,2,8
E00056682,6,7,7
E00056683,6,7,7
E00056684,5,4,1
E00056685,5,4,2
E00056686,6,7,6
E00056687,5,4,2
E00056688,5,4,2
E00056689,6,7,6
E00056690,3,2,8
E00056691,3,2,6
E00056693,5,4,2
E00056694,6,7,7
E00056695,3,2,7
E00056696,3,2,7
E00056697,5,4,6
E00056698,6,7,7
E00056699,3,2,7
E00056700,1,1,4
E00056701,0,3,1
E00056702,6,7,7
E00056703,6,7,7
E00056704,5,3,2
E00056705,5,4,2
E00056706,6,7,7
E00056707,5,3,2
E00056708,6,7,7
E00056709,3,2,8
E00056710,0,0,5
E00056711,6,7,6
E00056712,6,7,7
E00056713,6,7,7
E00056714,6,7,7
E00056715,0,0,1
E00056716,5,4,2
E00056717,6,7,2
E00056718,1,1,4
E00056719,1,1,4
E00056720,1,1,4
E00056721,1,1,4
E00056722,1,1,4
E00056723,1,1,4
E00056724,1,1,4
E00056725,1,1,4
E00056726,1,1,4
E00056727,1,1,5
E00056729,1,4,5
E00056730,1,1,4
E00056731,1,1,4
E00056733,1,1,4
E00056734,1,1,4
E00056735,1,1,4
E00056736,1,1,4
E00056737,1,1,4
E00056738,1,1,4
E00056739,1,1,4
E00056740,1,1,4
E00056741,1,1,4
E00056742,2,6,5
E00056743,1,6,5
E00056744,6,7,6
E00056745,6,7,7
E00056746,5,4,5
E00056747,3,2,7
E00056748,0,3,2
E00056749,6,7,7
E00056750,6,7,6
E00056751,5,4,2
E00056752,2,4,2
E00056753,3,2,8
E00056754,2,6,2
E00056755,5,4,2
E00056756,6,7,7
E00056757,0,0,2
E00056758,5,4,1
E00056759,5,4,2
E00056760,5,4,2
E00056761,2,4,2
E00056762,5,4,2
E00056763,5,4,2
E00056764,0,0,1
E00056765,5,4,2
E00056766,3,6,6
E00056767,5,4,1
E00056768,5,4,7
E00056769,6,7,6
E00056770,5,4,2
E00056771,6,7,7
E00056772,5,4,2
E00056773,5,4,2
E00056774,4,3,1
E00056775,5,4,2
E00056776,3,7,2
E00056777,5,4,2
E00056778,0,0,2
E00056779,0,0,1
E00056780,0,0,1
E00056781,5,4,7
E00056782,5,3,2
E00056783,2,4,6
E00056784,2,6,6
E00056787,5,4,7
E00056788,6,7,7
E00056789,3,7,7
E00056790,5,4,2
E00056792,6,7,7
E00056793,0,0,1
E00056794,0,0,1
E00056795,3,2,7
E00056796,6,7,6
E00056797,2,4,2
E00056798,5,4,2
E00056799,6,7,7
E00056800,5,3,2
E00056801,5,4,2
E00056802,0,0,1
E00056803,5,4,2
E00056804,0,0,2
E00056805,6,7,7
E00056806,6,7,7
E00056807,0,0,1
E00056808,0,0,1
E00056809,3,7,6
E00056810,5,4,2
E00056811,0,0,1
E00056812,6,7,6
E00056813,0,0,1
E00056814,6,7,7
E00056815,2,4,2
E00056816,3,2,7
E00056817,5,4,1
E00056818,2,4,2
E00056819,3,2,8
E00056820,5,3,2
E00056821,5,4,1
E00056822,0,0,1
E00056823,5,4,2
E00056825,3,2,2
E00056827,6,7,7
E00056828,5,4,2
E00056829,5,4,7
E00056830,6,7,7
E00056831,5,4,2
E00056832,2,4,6
E00056833,5,4,1
E00056834,2,4,2
E00056835,5,4,1
E00056836,5,4,2
E00056837,5,4,2
E00056838,2,0,2
E00056839,6,7,6
E00056840,6,7,6
E00056841,2,4,6
E00056842,5,4,1
E00056843,5,4,5
E00056845,6,7,7
E00056846,7,5,4
E00056847,3,2,6
E00056848,6,2,4
E00056849,3,2,4
E00056850,6,7,6
E00056851,2,6,6
E00056852,6,6,4
E00056853,2,7,6
E00056854,6,7,6
E00056855,3,2,4
E00056856,2,7,7
E00056858,2,6,6
E00056859,3,2,6
E00056861,5,4,2
E00056862,2,6,6
E00056863,5,4,6
E00056864,5,4,5
E00056865,5,4,2
E00056866,5,4,1
E00056867,5,4,2
E00056868,5,4,5
E00056869,5,4,2
E00056871,3,2,6
E00056873,5,4,2
E00056874,7,5,4
E00056875,7,5,4
E00056877,5,4,5
E00056878,5,4,5
E00056879,2,6,6
E00056880,2,6,6
E00056881,3,2,8
E00056882,7,5,3
E00056883,3,2,8
E00056884,2,6,6
E00056885,1,6,4
E00056886,3,2,3
E00056887,5,4,5
E00056888,3,2,6
E00056889,7,5,4
E00056890,2,6,6
E00056891,3,2,4
E00056892,6,7,4
E00056893,2,6,6
E00056894,7,5,4
E00056895,3,2,6
E00056897,1,1,4
E00056898,1,1,4
E00056899,7,5,4
E00056900,7,5,3
E00056901,3,5,3
E00056902,1,1,4
E00056903,7,5,4
E00056904,5,4,5
E00056905,5,4,6
E00056906,6,7,6
E00056907,3,2,6
E00056908,3,2,6
E00056909,2,6,4
E00056910,6,7,6
E00056911,3,2,6
E00056912,2,4,6
E00056913,5,4,1
E00056914,5,4,7
E00056915,5,4,2
E00056916,3,2,8
E00056917,5,4,1
E00056918,0,3,1
E00056919,5,3,1
E00056920,5,4,1
E00056921,5,4,1
E00056922,5,4,1
E00056923,5,3,1
E00056924,5,4,7
E00056925,5,4,7
E00056926,6,7,7
E00056927,5,4,2
E00056928,5,3,1
E00056929,5,4,1
E00056930,6,7,7
E00056931,0,0,1
E00056932,5,4,2
E00056933,5,4,2
E00056934,2,7,2
E00056935,2,4,2
E00056936,5,4,1
E00056937,3,2,8
E00056938,6,4,7
E00056939,5,4,2
E00056940,5,4,2
E00056941,5,4,2
E00056942,5,4,2
E00056943,0,0,1
E00056945,6,7,7
E00056946,5,4,2
E00056947,0,0,1
E00056948,0,0,2
E00056949,3,7,2
E00056950,5,4,1
E00056951,5,3,1
E00056952,0,3,1
E00056953,0,3,1
E00056954,5,4,2
E00056955,0,0,1
E00056956,5,4,2
E00056957,5,3,2
E00056958,5,3,2
E00056959,4,3,2
E00056960,5,3,2
E00056961,0,0,2
E00056962,0,0,2
E00056963,2,6,2
E00056964,6,7,7
E00056965,5,7,1
E00056966,3,7,7
E00056967,6,7,7
E00056968,0,0,5
E00056969,0,0,5
E00056970,0,0,5
E00056971,0,0,5
E00056972,0,0,1
E00056973,0,0,1
E00056974,0,3,2
E00056975,5,4,2
E00056976,0,0,2
E00056977,0,0,5
E00056978,5,4,2
E00056979,2,4,2
E00056981,5,4,7
E00056982,5,4,7
E00056983,5,4,2
E00056984,3,2,7
E00056985,5,4,1
E00056986,6,7,7
E00056987,5,4,2
E00056988,6,7,7
E00056989,6,7,7
E00056990,2,4,7
E00056991,5,4,7
E00056992,6,7,6
E00056993,1,1,4
E00056994,5,4,4
E00056995,6,7,4
E00056997,1,5,4
E00056998,1,1,4
E00056999,2,6,4
E00057000,6,7,6
E00057001,2,6,4
E00057002,5,4,5
E00057003,5,4,5
E00057004,5,4,2
E00057005,3,2,6
E00057006,5,4,5
E00057007,5,4,5
E00057008,5,4,5
E00057009,6,7,4
E00057010,5,3,5
E00057011,5,4,6
E00057012,6,7,4
E00057013,7,5,4
E00057014,1,1,4
E00057015,7,5,4
E00057016,1,1,4
E00057017,1,1,4
E00057018,2,6,4
E00057019,1,6,4
E00057020,7,5,4
E00057021,2,6,4
E00057022,1,6,4
E00057023,1,1,4
E00057024,6,7,6
E00057025,2,6,6
E00057026,5,4,5
E00057027,1,1,4
E00057028,1,1,4
E00057029,1,1,4
E00057030,7,5,4
E00057031,6,7,4
E00057032,6,7,4
E00057033,3,2,3
E00057034,3,6,4
E00057035,1,1,4
E00057036,1,1,4
E00057037,6,7,4
E00057038,6,7,4
E00057039,3,2,6
E00057040,5,4,5
E00057041,1,1,5
E00057042,6,7,4
E00057043,6,2,4
E00057044,5,4,5
E00057045,6,7,6
E00057046,5,4,4
E00057047,1,1,4
E00057048,6,7,6
E00057049,6,7,6
E00057050,2,7,6
E00057051,2,4,2
E00057052,6,7,7
E00057053,6,7,6
E00057054,2,0,5
E00057055,6,7,7
E00057056,6,7,6
E00057057,5,4,1
E00057058,6,4,6
E00057059,6,7,6
E00057060,5,4,2
E00057062,6,7,7
E00057063,5,4,1
E00057064,6,7,6
E00057065,2,6,6
E00057066,3,2,8
E00057067,2,7,6
E00057068,6,7,6
E00057069,2,6,6
E00057070,2,7,6
E00057071,3,2,8
E00057072,6,7,7
E00057073,5,4,1
E00057074,3,2,8
E00057075,0,4,2
E00057076,6,7,6
E00057077,2,4,6
E00057078,2,7,6
E00057079,6,7,6
E00057080,6,7,6
E00057081,6,7,6
E00057082,6,7,7
E00057083,3,2,6
E00057084,3,6,2
E00057085,3,2,6
E00057086,5,4,6
E00057087,5,4,2
E00057088,6,7,6
E00057089,6,7,7
E00057090,3,2,6
E00057091,6,7,6
E00057092,6,7,6
E00057093,3,2,7
E00057094,5,4,2
E00057095,3,7,6
E00057096,6,7,8
E00057097,6,7,6
E00057098,6,7,7
E00057099,6,7,2
E00057100,5,4,2
E00057101,5,4,1
E00057102,6,7,6
E00057103,5,4,1
E00057104,3,2,6
E00057105,2,6,6
E00057106,3,2,6
E00057107,6,7,7
E00057108,5,4,2
E00057109,6,7,7
E00057110,3,7,6
E00057111,5,4,2
E00057112,3,2,6
E00057113,2,6,6
E00057114,6,7,6
E00057115,6,7,6
E00057116,5,4,2
E00057117,2,7,7
E00057118,2,4,2
E00057119,6,4,7
E00057120,3,2,8
E00057121,2,6,6
E00057122,3,2,6
E00057123,5,4,2
E00057124,7,5,4
E00057125,1,1,4
E00057126,1,1,4
E00057127,1,1,4
E00057128,5,4,5
E00057129,6,7,7
E00057130,1,1,4
E00057131,6,1,4
E00057132,6,7,6
E00057133,1,1,4
E00057134,1,1,4
E00057135,6,7,4
E00057136,5,4,5
E00057137,6,1,4
E00057138,7,5,4
E00057139,5,4,6
E00057140,1,1,4
E00057141,1,5,4
E00057142,6,7,6
E00057144,6,7,6
E00057145,1,5,4
E00057146,3,2,8
E00057147,3,2,6
E00057148,7,5,4
E00057149,7,5,4
E00057150,7,5,4
E00057151,1,1,4
E00057152,2,6,4
E00057153,3,2,6
E00057154,6,7,4
E00057155,1,5,4
E00057156,6,7,4
E00057157,1,1,4
E00057158,1,1,4
E00057159,6,7,4
E00057160,6,7,7
E00057161,7,5,4
E00057162,6,7,4
E00057163,1,1,4
E00057164,3,2,4
E00057165,1,1,4
E00057167,3,2,4
E00057169,7,5,3
E00057170,7,5,4
E00057171,1,1,4
E00057172,6,7,4
E00057173,3,2,4
E00057175,7,5,3
E00057176,7,5,4
E00057177,7,5,4
E00057178,1,1,4
E00057180,1,1,4
E00057181,3,2,8
E00057182,3,2,8
E00057183,3,2,3
E00057184,5,4,1
E00057185,6,7,4
E00057186,6,7,4
E00057187,5,4,5
E00057188,1,5,4
E00057189,1,5,4
E00057190,3,2,4
E00057191,2,6,6
E00057192,2,4,5
E00057193,0,0,5
E00057194,6,7,6
E00057195,2,4,5
E00057196,6,4,6
E00057197,5,4,5
E00057198,2,6,5
E00057199,6,7,4
E00057200,6,7,4
E00057202,1,1,4
E00057204,1,1,4
E00057205,2,4,5
E00057206,3,2,4
E00057207,2,6,3
E00057208,2,6,4
E00057209,2,6,5
E00057210,2,6,5
E00057211,7,5,4
E00057212,7,2,4
E00057213,7,5,4
E00057214,1,6,4
E00057215,1,1,4
E00057216,1,1,4
E00057217,1,1,4
E00057218,1,1,4
E00057220,1,1,4
E00057221,7,5,4
E00057222,7,5,4
E00057223,1,1,4
E00057225,1,1,4
E00057226,1,1,4
E00057227,2,6,6
E00057228,2,6,5
E00057229,2,6,6
E00057230,2,6,6
E00057231,0,0,5
E00057232,2,6,3
E00057233,2,4,6
E00057234,2,6,3
E00057235,2,6,5
E00057236,2,6,5
E00057238,2,6,6
E00057239,2,4,5
E00057240,3,2,6
E00057241,6,1,4
E00057242,6,7,4
E00057244,2,6,6
E00057245,6,7,4
E00057246,3,2,3
E00057247,2,6,6
E00057248,6,7,4
E00057249,5,4,5
E00057250,6,7,6
E00057251,5,4,5
E00057252,2,6,6
E00057253,5,4,5
E00057254,7,5,4
E00057255,1,1,4
E00057256,7,5,4
E00057257,1,1,4
E00057258,7,5,6
E00057259,1,1,4
E00057261,7,5,4
E00057262,5,4,6
E00057264,1,1,4
E00057265,2,6,6
E00057266,1,1,4
E00057267,2,6,4
E00057268,6,7,6
E00057269,1,1,4
E00057270,1,1,4
E00057271,7,5,4
E00057272,1,1,4
E00057273,1,1,4
E00057274,3,2,4
E00057275,1,5,4
E00057276,2,6,4
E00057277,7,5,4
E00057278,7,5,4
E00057280,7,5,4
E00057281,1,1,4
E00057282,7,5,4
E00057283,1,1,4
E00057284,1,1,4
E00057285,7,5,4
E00057286,5,4,5
E00057287,1,1,4
E00057288,5,4,5
E00057289,5,4,6
E00057290,1,1,4
E00057291,1,1,4
E00057292,1,1,4
E00057293,1,5,4
E00057294,1,1,4
E00057295,3,2,3
E00057296,1,1,4
E00057297,1,1,4
E00057298,1,1,4
E00057300,7,5,3
E00057303,2,6,6
E00057304,6,7,4
E00057305,3,2,4
E00057307,6,7,6
E00057309,3,2,4
E00057310,6,2,4
E00057311,3,2,8
E00057312,3,2,8
E00057313,7,5,3
E00057315,3,2,6
E00057316,2,6,6
E00057322,7,5,4
E00057323,7,5,4
E00057325,3,2,8
E00057326,7,5,4
E00057327,7,5,4
E00057328,7,5,4
E00057329,7,5,4
E00057330,1,1,4
E00057331,1,1,4
E00057332,1,1,4
E00057333,7,5,4
E00057334,0,0,1
E00057335,0,0,5
E00057336,5,4,1
E00057337,5,0,5
E00057338,3,2,6
E00057339,5,4,1
E00057340,5,4,5
E00057341,0,0,5
E00057342,0,0,5
E00057343,5,4,5
E00057344,5,4,1
E00057345,3,2,6
E00057346,6,7,6
E00057347,6,7,6
E00057348,3,2,6
E00057349,5,4,1
E00057350,0,0,1
E00057351,3,2,6
E00057352,0,0,5
E00057353,5,0,5
E00057354,5,4,1
E00057355,5,4,5
E00057356,3,2,6
E00057357,3,2,6
E00057358,0,0,5
E00057359,0,0,1
E00057360,0,0,5
E00057361,0,0,5
E00057362,5,4,1
E00057363,3,2,8
E00057364,3,2,6
E00057365,5,4,1
E00057366,5,4,1
E00057367,5,0,5
E00057368,3,2,6
E00057369,5,3,1
E00057370,6,7,6
E00057371,2,6,6
E00057372,0,0,5
E00057374,5,4,5
E00057375,5,4,1
E00057376,0,0,5
E00057377,6,7,6
E00057378,0,0,1
E00057379,5,4,2
E00057380,0,0,5
E00057382,0,0,5
E00057383,6,7,6
E00057384,5,4,1
E00057385,3,2,5
E00057386,5,4,1
E00057387,7,5,3
E00057388,7,6,3
E00057389,6,7,6
E00057390,5,4,1
E00057391,2,6,6
E00057392,5,4,5
E00057393,2,6,6
E00057394,6,7,6
E00057395,0,3,2
E00057396,0,0,1
E00057397,5,4,5
E00057398,5,4,2
E00057399,0,0,5
E00057400,0,0,5
E00057401,0,0,5
E00057402,6,7,6
E00057403,2,6,5
E00057404,3,2,2
E00057405,2,4,6
E00057406,0,0,5
E00057407,6,7,6
E00057408,0,0,1
E00057409,5,4,1
E00057410,0,0,1
E00057411,0,0,2
E00057412,5,4,2
E00057413,2,6,6
E00057414,5,4,1
E00057415,5,7,1
E00057416,5,4,1
E00057417,5,4,1
E00057418,0,0,1
E00057419,0,0,2
E00057420,0,3,1
E00057421,0,0,1
E00057422,0,0,2
E00057423,2,4,2
E00057424,5,4,2
E00057425,5,4,1
E00057426,5,4,2
E00057427,5,4,2
E00057428,5,0,1
E00057429,5,4,7
E00057430,5,4,2
E00057431,2,0,2
E00057432,5,4,1
E00057433,5,4,2
E00057434,5,4,2
E00057435,6,7,7
E00057436,6,7,7
E00057437,5,4,7
E00057438,5,4,1
E00057439,3,2,8
E00057440,5,4,2
E00057441,0,0,1
E00057442,5,4,2
E00057443,5,4,2
E00057444,2,4,6
E00057445,5,4,1
E00057446,5,4,2
E00057447,2,4,2
E00057448,5,4,2
E00057449,5,4,2
E00057450,5,4,2
E00057451,5,4,1
E00057452,5,4,1
E00057453,5,3,2
E00057454,5,3,1
E00057455,5,4,2
E00057456,5,3,1
E00057457,5,4,1
E00057458,5,4,1
E00057459,5,4,1
E00057460,5,4,2
E00057461,5,4,1
E00057462,5,3,1
E00057463,5,4,1
E00057464,5,4,2
E00057465,5,3,1
E00057466,4,3,1
E00057467,5,4,2
E00057469,5,4,2
E00057470,5,4,2
E00057471,5,4,7
E00057472,6,7,7
E00057474,5,4,1
E00057475,5,3,1
E00057476,0,0,1
E00057477,6,7,7
E00057478,6,7,7
E00057479,3,2,7
E00057480,6,4,7
E00057481,6,7,7
E00057482,6,4,7
E00057483,5,4,2
E00057484,6,7,7
E00057485,5,4,2
E00057486,5,4,1
E00057487,5,4,1
E00057488,6,7,7
E00057489,5,4,2
E00057490,5,4,2
E00057491,5,4,1
E00057492,2,6,6
E00057493,2,6,6
E00057494,5,4,2
E00057495,5,4,1
E00057496,5,4,7
E00057497,5,4,1
E00057498,5,4,2
E00057499,0,0,1
E00057500,5,3,1
E00057501,5,4,2
E00057502,2,0,2
E00057503,6,7,6
E00057505,0,0,1
E00057506,5,4,2
E00057507,5,4,1
E00057508,5,4,1
E00057509,5,4,2
E00057510,5,3,1
E00057511,5,4,2
E00057512,5,4,1
E00057513,5,4,2
E00057514,2,4,2
E00057515,3,2,8
E00057516,5,4,1
E00057517,5,4,1
E00057518,5,4,2
E00057519,5,7,1
E00057520,5,4,2
E00057521,5,4,1
E00057522,5,4,2
E00057523,5,4,2
E00057524,5,4,1
E00057525,5,4,1
E00057527,2,4,6
E00057528,5,4,1
E00057529,5,4,2
E00057530,0,0,2
E00057531,5,4,2
E00057532,3,2,8
E00057533,5,4,1
E00057534,2,6,6
E00057535,0,0,1
E00057536,5,7,2
E00057537,5,4,1
E00057538,2,4,6
E00057539,5,4,2
E00057540,5,4,2
E00057541,0,3,1
E00057542,5,4,2
E00057543,0,0,1
E00057544,5,4,1
E00057545,5,4,2
E00057546,5,4,2
E00057547,2,4,2
E00057548,5,3,1
E00057549,5,4,2
E00057550,2,4,2
E00057551,0,3,1
E00057552,0,0,5
E00057553,5,4,1
E00057554,0,0,2
E00057555,5,4,1
E00057556,5,3,1
E00057557,0,4,1
E00057558,5,3,1
E00057559,5,4,1
E00057560,0,0,1
E00057561,5,4,2
E00057562,5,4,2
E00057563,0,3,1
E00057564,1,1,4
E00057565,1,1,4
E00057566,1,4,5
E00057567,1,1,4
E00057568,1,1,4
E00057570,1,1,4
E00057571,1,1,4
E00057573,3,2,4
E00057574,1,1,4
E00057575,1,1,4
E00057576,7,5,4
E00057577,1,1,4
E00057578,2,7,6
E00057579,1,1,4
E00057580,1,1,4
E00057581,1,1,4
E00057582,1,1,4
E00057583,1,1,4
E00057584,1,1,4
E00057585,1,1,4
E00057586,1,1,4
E00057587,1,1,4
E00057590,1,1,4
E00057591,1,1,4
E00057592,1,1,4
E00057593,1,1,4
E00057594,1,1,4
E00057595,1,1,4
E00057596,1,1,4
E00057597,7,5,4
E00057598,1,5,4
E00057599,1,1,4
E00057600,1,1,4
E00057601,1,1,4
E00057602,1,1,4
E00057603,1,1,4
E00057604,1,2,4
E00057605,1,1,4
E00057606,3,2,4
E00057607,1,1,4
E00057608,1,1,4
E00057609,1,1,4
E00057610,1,1,4
E00057611,1,1,4
E00057612,1,5,4
E00057613,1,1,4
E00057614,1,5,4
E00057615,1,1,4
E00057616,1,1,4
E00057617,1,1,4
E00057618,1,1,4
E00057619,3,2,6
E00057620,5,4,5
E00057621,1,1,4
E00057622,5,4,5
E00057623,6,7,4
E00057624,6,7,4
E00057625,5,4,5
E00057626,1,1,4
E00057627,2,6,4
E00057628,7,5,3
E00057629,7,5,4
E00057630,7,5,4
E00057631,1,1,4
E00057632,7,5,3
E00057633,2,5,4
E00057634,0,6,5
E00057635,2,6,6
E00057637,2,6,3
E00057638,3,2,6
E00057639,7,5,3
E00057641,7,5,3
E00057642,7,5,3
E00057643,7,5,3
E00057646,7,5,3
E00057647,7,5,3
E00057648,2,5,3
E00057649,1,1,4
E00057650,7,5,3
E00057651,1,1,4
E00057652,2,6,6
E00057653,2,1,4
E00057654,2,6,6
E00057655,2,6,5
E00057656,7,5,3
E00057657,7,5,3
E00057658,2,1,6
E00057659,2,1,4
E00057660,7,6,3
E00057661,2,1,3
E00057662,7,5,3
E00057663,2,1,3
E00057664,2,1,4
E00057665,2,6,3
E00057666,7,5,3
E00057667,7,5,4
E00057668,7,5,4
